Region,Date,All aged 16 & over,Total economically active,Total in employment,Unemployed,Economically inactive,Economic activity rate (%),Employment rate (%),Unemployment rate (%),Economic inactivity rate (%),All aged 16 to 64,Total economically active (16 to 64),Total in employment (16 to 64),Unemployed (16 to 64),Economically inactive (16 to 64),Economic activity rate (%) (16 to 64),Employment rate (%) (16 to 64),Unemployment rate (%) (16 to 64),Economic inactivity rate (%) (16 to 64),Treated
East Midlands,Aug-Oct 2015,3766135,2351025.262,2249093.427,101931.8353,1415109.738,62.42541126,59.71887431,4.33563335,37.57458874,2915157,2265327.097,2164228.286,101098.8109,649829.9035,77.70857956,74.24053955,4.462879161,22.29142044,0
East Midlands,Sep-Nov 2015,3769140,2355091.55,2249832.513,105259.0367,1414048.45,62.48352542,59.69087148,4.469424415,37.51647458,2916662,2264813.133,2160478.896,104334.2365,651848.8673,77.65086022,74.07368067,4.606748123,22.34913978,0
East Midlands,Oct-Dec 2015,3772119,2357193.652,2253311.966,103881.6854,1414925.348,62.48990691,59.73597244,4.407006839,37.51009309,2918229,2266173.76,2164016.992,102156.7674,652055.2404,77.65578916,74.15514657,4.507896491,22.34421084,0
East Midlands,Nov-Jan 2016,3775310,2363750.488,2260234.588,103515.9,1411559.512,62.61076541,59.86884753,4.379307398,37.38923459,2919914,2273521.341,2171842.621,101678.7201,646392.6586,77.86261313,74.38036262,4.472301108,22.13738687,0
East Midlands,Dec-Feb 2016,3778276,2366933.38,2259561.971,107371.4089,1411342.62,62.64585699,59.80404742,4.536308872,37.35414301,2921434,2278119.3,2173360.038,104759.2621,643314.7003,77.97948883,74.39360388,4.598497634,22.02051117,0
East Midlands,Jan-Mar 2016,3781406,2365563.874,2254502.476,111061.3982,1415842.126,62.55778602,59.62074625,4.694922822,37.44221398,2923070,2278804.784,2170123.963,108680.8203,644265.2165,77.95929566,74.24125879,4.769202746,22.04070434,0
East Midlands,Feb-Apr 2016,3784378,2378446.624,2272792.438,105654.1861,1405931.376,62.8490765,60.05722573,4.442150817,37.1509235,2924606,2290579.854,2188081.372,102498.4814,634026.1464,78.32097225,74.81627858,4.474783154,21.67902775,0
East Midlands,Mar-May 2016,3787385,2384565.647,2279470.266,105095.3813,1402819.353,62.96074065,60.18586085,4.407317594,37.03925935,2926114,2296173.717,2194023.955,102149.7617,629940.2835,78.47177918,74.98080918,4.448694843,21.52822082,0
East Midlands,Apr-Jun 2016,3790500,2409771.689,2306798.705,102972.984,1380728.311,63.5739794,60.85737251,4.27314274,36.4260206,2927778,2321010.831,2220449.309,100561.5225,606767.1687,79.27550625,75.8407676,4.33266063,20.72449375,0
East Midlands,May-Jul 2016,3793583,2410548.438,2306655.891,103892.547,1383034.562,63.5427889,60.80414981,4.30991327,36.4572111,2929379,2324417.6,2222767.265,101650.3352,604961.4001,79.34847624,75.87844607,4.373152879,20.65152376,0
East Midlands,Jun-Aug 2016,3796371,2420227.511,2308202.349,112025.1614,1376143.489,63.75107993,60.80023131,4.628703743,36.24892007,2930973,2329763.184,2218022.578,111740.6062,601209.8159,79.48770542,75.67529888,4.796221647,20.51229458,0
East Midlands,Jul-Sep 2016,3799154,2410106.421,2297302.586,112803.8352,1389047.579,63.43797649,60.46879348,4.68045038,36.56202351,2932448,2316816.583,2204936.543,111880.0399,615631.4174,79.00622901,75.19098523,4.829041745,20.99377099,0
East Midlands,Aug-Oct 2016,3802102,2408857.446,2294531.299,114326.1466,1393244.554,63.35593957,60.34902007,4.746073572,36.64406043,2934056,2321543.988,2207659.789,113884.199,612512.012,79.12405176,75.24259213,4.905536988,20.87594824,0
East Midlands,Sep-Nov 2016,3804944,2404626.814,2294105.35,110521.464,1400317.186,63.19742982,60.29274939,4.596200264,36.80257018,2935713,2323969.883,2214919.983,109049.9002,611743.1172,79.16202581,75.44742905,4.692397305,20.83797419,0
East Midlands,Oct-Dec 2016,3807850,2401448.972,2290161.341,111287.6314,1406401.028,63.06574503,60.14316059,4.634186805,36.93425497,2937298,2326094.604,2217863.974,108230.6299,611203.3959,79.19164498,75.50694462,4.652890288,20.80835502,0
East Midlands,Nov-Jan 2017,3810621,2391898.565,2291061.859,100836.7059,1418722.435,62.76925901,60.12305762,4.215760123,37.23074099,2938791,2316556.523,2218740.626,97815.89689,622234.477,78.82685509,75.49841503,4.222469684,21.17314491,0
East Midlands,Dec-Feb 2017,3813516,2373208.802,2278019.095,95189.70684,1440307.198,62.23151554,59.73540154,4.011012716,37.76848446,2940498,2298228.495,2204573.141,93655.35351,642269.5051,78.15779827,74.97278153,4.075110622,21.84220173,0
East Midlands,Jan-Mar 2017,3816248,2380535.368,2287881.996,92653.3722,1435712.632,62.37894833,59.95108274,3.89212332,37.62105167,2941919,2306576.208,2215029.152,91547.05521,635342.7923,78.40379724,75.29198297,3.96895862,21.59620276,0
East Midlands,Feb-Apr 2017,3819245,2355944.871,2260918.105,95026.76662,1463300.129,61.6861414,59.19803795,4.03348855,38.3138586,2943652,2285342.659,2190990.9,94351.75899,658309.3412,77.63630547,74.43104347,4.128560705,22.36369453,0
East Midlands,Mar-May 2017,3822124,2363225.668,2275846.079,87379.58932,1458898.332,61.83016742,59.54401476,3.697471236,38.16983258,2945249,2287245.877,2201283.576,85962.30129,658003.1229,77.65882875,74.74015188,3.758332331,22.34117125,0
East Midlands,Apr-Jun 2017,3824934,2353355.806,2261457.877,91897.9293,1471578.194,61.52670363,59.12410193,3.90497387,38.47329637,2946807,2281411.974,2190884.989,90526.98575,665395.0257,77.41979622,74.34775975,3.968024485,22.58020378,0
East Midlands,May-Jul 2017,3827806,2361365.513,2268792.73,92572.78295,1466440.487,61.68979078,59.27136146,3.920307231,38.31020922,2948430,2282186.754,2190905.851,91280.90347,666243.2458,77.40345724,74.30754166,3.999712263,22.59654276,0
East Midlands,Jun-Aug 2017,3828475,2365718.847,2262681.416,103037.4305,1462756.153,61.79272026,59.1013763,4.355438544,38.20727974,2947681,2283210.869,2180794.885,102415.9832,664470.1314,77.45786836,73.98340884,4.485612108,22.54213164,0
East Midlands,Jul-Sep 2017,3829183,2360779.657,2261077.078,99702.57961,1468403.343,61.65230696,59.04855103,4.223290357,38.34769304,2947070,2275185.522,2176379.521,98806.00139,671884.4775,77.20161118,73.84892524,4.342766795,22.79838882,0
East Midlands,Aug-Oct 2017,3829645,2372619.111,2269597.196,103021.9149,1457025.889,61.95402214,59.26390557,4.342117723,38.04597786,2946229,2289540.052,2187590.06,101949.9914,656688.9482,77.71086538,74.25051008,4.452859048,22.28913462,0
East Midlands,Sep-Nov 2017,3830283,2383872.114,2282199.008,101673.1056,1446410.886,62.23749299,59.58303885,4.265040269,37.76250701,2945478,2302965.894,2203272.376,99693.51875,642512.1057,78.1864911,74.80186155,4.328918591,21.8135089,0
East Midlands,Oct-Dec 2017,3830941,2394196.545,2295458.787,98737.7585,1436744.455,62.49630431,59.91892819,4.124045651,37.50369569,2944803,2307377.235,2210981.893,96395.34232,637425.7648,78.35421368,75.08080822,4.177701888,21.64578632,0
East Midlands,Nov-Jan 2018,3831439,2392073.412,2294327.526,97745.88662,1439365.588,62.43276775,59.88161434,4.086241088,37.56723225,2943945,2305101.868,2209301.62,95800.24815,638843.1318,78.29975995,75.04561464,4.156009306,21.70024005,0
East Midlands,Dec-Feb 2018,3832186,2404959.913,2306888.643,98071.27039,1427226.087,62.75686809,60.19772116,4.077875471,37.24313191,2943340,2308670.374,2212181.291,96489.08306,634669.6262,78.43709438,75.15887702,4.17942224,21.56290562,0
East Midlands,Jan-Mar 2018,3832704,2405737.614,2310497.093,95240.52094,1426966.386,62.76867751,60.28373422,3.958890629,37.23132249,2942503,2318240.795,2224483.963,93756.832,624262.2054,78.78465356,75.59835836,4.04430947,21.21534644,0
East Midlands,Feb-Apr 2018,3833378,2411093.211,2316964.512,94128.69855,1422284.789,62.89735087,60.44184821,3.903984223,37.10264913,2941828,2320538.78,2227878.561,92660.21925,621289.2198,78.88084484,75.73109512,3.993047651,21.11915516,0
East Midlands,Mar-May 2018,3833985,2402577.033,2305842.984,96734.04928,1431407.967,62.66526951,60.14220149,4.026262132,37.33473049,2941064,2302767.224,2210405.71,92361.51373,638296.776,78.2970797,75.15666814,4.01089232,21.7029203,0
East Midlands,Apr-Jun 2018,3834485,2392116.114,2295578.262,96537.85149,1442368.886,62.38428664,59.86666429,4.035667455,37.61571336,2940235,2293722.411,2199940.899,93781.51261,646512.5889,78.01153347,74.82194105,4.088616485,21.98846653,0
East Midlands,May-Jul 2018,3835133,2389480.999,2291893.195,97587.80374,1445652.001,62.30503607,59.7604619,4.084058579,37.69496393,2939535,2298464.063,2203368.858,95095.20564,641070.9367,78.19141678,74.95637431,4.137337066,21.80858322,0
East Midlands,Jun-Aug 2018,3836665,2382817.409,2276192.603,106624.8052,1453847.591,62.10647551,59.32737425,4.474736704,37.89352449,2939728,2303376.965,2197299.349,106077.6159,636351.0352,78.35340429,74.74498827,4.605308533,21.64659571,0
East Midlands,Jul-Sep 2018,3838500,2393155.139,2283407.753,109747.3865,1445344.861,62.34610236,59.48698066,4.585886836,37.65389764,2940203,2311799.719,2202808.231,108991.4882,628403.2813,78.62721447,74.92027695,4.714573123,21.37278553,0
East Midlands,Aug-Oct 2018,3840241,2423037.609,2313393.459,109644.1503,1417203.391,63.0959778,60.24084058,4.525070096,36.9040222,2940531,2333364.143,2224171.051,109193.0923,607166.857,79.35179541,75.63841533,4.679642165,20.64820459,0
East Midlands,Sep-Nov 2018,3841820,2422046.146,2305827.434,116218.7115,1419773.854,63.04423804,60.01914286,4.798369002,36.95576196,2940785,2326612.698,2211704.975,114907.7229,614172.302,79.11536199,75.20797934,4.938841905,20.88463801,0
East Midlands,Oct-Dec 2018,3843585,2425088.762,2303914.531,121174.2307,1418496.238,63.0944486,59.94181295,4.996692601,36.9055514,2941155,2330162.765,2211791.866,118370.8993,610992.2348,79.22611237,75.20147241,5.079941241,20.77388763,0
East Midlands,Nov-Jan 2019,3845294,2424880.714,2311336.318,113544.3967,1420413.286,63.06099649,60.10818204,4.682473494,36.93900351,2941517,2330284.367,2219237.893,111046.4739,611232.6331,79.22049633,75.4453533,4.765361494,20.77950367,0
East Midlands,Dec-Feb 2019,3846940,2453149.249,2349114.572,104034.6766,1393790.751,63.76884612,61.0644973,4.240862094,36.23115388,2941807,2345515.968,2243753.474,101762.4941,596291.0324,79.73045029,76.27126707,4.338597369,20.26954971,0
East Midlands,Jan-Mar 2019,3848670,2446821.454,2348332.605,98488.84937,1401848.546,63.57576654,61.01673058,4.02517516,36.42423346,2942205,2346512.97,2249925.646,96587.32407,595692.0299,79.75355117,76.47073015,4.116206699,20.24644883,0
East Midlands,Feb-Apr 2019,3850364,2448172.833,2343049,105123.8326,1402191.167,63.58289327,60.85266225,4.293971045,36.41710673,2942483,2348228.293,2245554.537,102673.7558,594254.7069,79.80431129,76.31495364,4.372392416,20.19568871,0
East Midlands,Mar-May 2019,3851957,2461044.07,2356829.937,104214.1339,1390912.93,63.8907462,61.18526081,4.234549684,36.1092538,2942760,2361485.042,2259072.546,102412.4957,581274.9583,80.24728628,76.76713514,4.336783585,19.75271372,0
East Midlands,Apr-Jun 2019,3853606,2472167.526,2366329.38,105838.1455,1381438.474,64.15205721,61.40558688,4.281188247,35.84794279,2943001,2367737.686,2262547.677,105190.0083,575263.3143,80.45317299,76.87892996,4.442637753,19.54682701,0
East Midlands,May-Jul 2019,3855330,2480413.869,2365405.723,115008.1468,1374916.131,64.33726476,61.35417001,4.636651495,35.66273524,2943419,2377396.58,2262434.938,114961.6414,566022.4205,80.76989989,76.86418203,4.835610617,19.23010011,0
East Midlands,Jun-Aug 2019,3857093,2471736.405,2360414.454,111321.951,1385356.595,64.08288327,61.1967213,4.503795422,35.91711673,2943942,2367961.134,2256345.893,111615.2409,575980.8661,80.43504709,76.64369383,4.71355882,19.56495291,0
East Midlands,Jul-Sep 2019,3858934,2472355.394,2361999.817,110355.5767,1386578.606,64.06835136,61.20860883,4.463580641,35.93164864,2944546,2367917.451,2258821.198,109096.2533,576628.5489,80.41706433,76.71203635,4.6072659,19.58293567,0
East Midlands,Aug-Oct 2019,3860668,2461345.731,2371345.79,89999.94071,1399322.269,63.7544003,61.42319905,3.656533887,36.2455997,2945036,2364470.336,2275432.113,89038.22266,580565.6639,80.28663609,77.26330386,3.765673069,19.71336391,0
East Midlands,Sep-Nov 2019,3862486,2459769.741,2364598.467,95171.27455,1402716.259,63.68358982,61.21959967,3.869113151,36.31641018,2945624,2367199.045,2273517.733,93681.31209,578424.9549,80.36324545,77.18289004,3.957475071,19.63675455,0
East Midlands,Oct-Dec 2019,3864284,2492534.376,2403168.659,89365.71687,1371749.624,64.50184241,62.18923503,3.585335381,35.49815759,2946179,2396946.089,2309061.76,87884.32898,549232.9109,81.35778882,78.37479529,3.666512542,18.64221118,0
East Midlands,Nov-Jan 2020,3865958,2484313.308,2386600.08,97713.22818,1381644.692,64.26125965,61.73373017,3.93320874,35.73874035,2946664,2395672.86,2299744.603,95928.2572,550991.1403,81.30118872,78.04570194,4.004230244,18.69881128,0
East Midlands,Dec-Feb 2020,3867735,2475531.674,2375890.747,99640.92736,1392203.326,64.00468683,61.42847808,4.025031406,35.99531317,2947212,2386474.307,2290188.108,96286.19893,560737.6927,80.9739614,77.70693484,4.034663128,19.0260386,0
East Midlands,Jan-Mar 2020,3866765,2471784.709,2375936.138,95848.57041,1394980.291,63.92384095,61.44506165,3.87770707,36.07615905,2945621,2385134.818,2291431.635,93703.18326,560486.1817,80.97222346,77.79112231,3.928632568,19.02777654,0
East Midlands,Feb-Apr 2020,3865204,2465666.606,2370612.672,95053.9341,1399537.394,63.79137054,61.33214888,3.855100842,36.20862946,2943664,2373642.616,2280532.973,93109.64393,570021.3835,80.63565055,77.47259784,3.922647971,19.36434945,0
East Midlands,Mar-May 2020,3865247,2468087.455,2364580.505,103506.9494,1397159.545,63.85329203,61.17540497,4.193812061,36.14670797,2943699,2365484.158,2265409.775,100074.3828,578214.8422,80.35754192,76.95792861,4.230608878,19.64245808,0
East Midlands,Apr-Jun 2020,3866405,2449281.182,2336992.153,112289.0283,1417123.818,63.34776573,60.4435426,4.584570738,36.65223427,2942959,2351938.539,2242957.738,108980.8013,591020.4607,79.91747555,76.21437261,4.633658552,20.08252445,0
East Midlands,May-Jul 2020,3871321,2440679.229,2324834.792,115844.437,1430641.771,63.04512668,60.05275181,4.746401562,36.95487332,2945886,2345418.788,2232560.289,112858.4993,600467.2117,79.61675327,75.78569873,4.811869842,20.38324673,0
East Midlands,Jun-Aug 2020,3873972,2427065.392,2318979.193,108086.199,1446906.608,62.6505662,59.86050476,4.453369873,37.3494338,2946993,2321387.892,2215618.371,105769.5215,625605.1078,78.77140842,75.1823425,4.556305384,21.22859158,0
East Midlands,Jul-Sep 2020,3875443,2429139.977,2305630.522,123509.4556,1446303.023,62.68031751,59.49334106,5.084493145,37.31968249,2947188,2319727.321,2198980.323,120746.9977,627460.6791,78.70985227,74.61282834,5.205223761,21.29014773,0
East Midlands,Aug-Oct 2020,3876495,2430614.85,2295243.78,135371.0697,1445880.15,62.70135393,59.20925424,5.569416713,37.29864607,2947055,2334184.407,2200562.19,133622.2177,612870.5925,79.20396489,74.66987178,5.724578454,20.79603511,0
East Midlands,Sep-Nov 2020,3876213,2440219.59,2297928.226,142291.3644,1435993.41,62.95370224,59.28281614,5.831088519,37.04629776,2945940,2355577.531,2214798.629,140778.9025,590362.4686,79.96013264,75.18138961,5.976407086,20.03986736,0
East Midlands,Oct-Dec 2020,3876140,2435332.833,2281989.878,153342.9546,1440807.167,62.82881508,58.87274139,6.296591274,37.17118492,2944970,2347603.344,2195614.115,151989.2289,597366.6562,79.71569638,74.55471923,6.474229527,20.28430362,0
East Midlands,Nov-Jan 2021,3875616,2432640.798,2301319.366,131321.4327,1442975.202,62.76784899,59.37944744,5.398307584,37.23215101,2943645,2338668.662,2209141.236,129527.4255,604976.3385,79.44805374,75.0478144,5.538511188,20.55194626,0
East Midlands,Dec-Feb 2021,3876559,2435148.878,2303567.6,131581.2779,1441410.122,62.81727889,59.4229986,5.403418207,37.18272111,2943444,2343164.293,2212488.823,130675.47,600279.7074,79.60621274,75.16666947,5.576880394,20.39378726,0
East Midlands,Jan-Mar 2021,3877033,2423183.958,2297053.955,126130.0026,1453849.042,62.50098871,59.24772771,5.205135258,37.49901129,2942924,2323668.548,2199431.085,124237.4634,619255.4516,78.95781707,74.7362516,5.346608639,21.04218293,0
East Midlands,Feb-Apr 2021,3877818,2421277.208,2301675.803,119601.405,1456540.792,62.43916575,59.35492082,4.939599835,37.56083425,2942570,2325565.193,2208038.802,117526.3913,617004.8069,79.03177131,75.03776637,5.053670035,20.96822869,0
East Midlands,Mar-May 2021,3879751,2413243.477,2294899.99,118343.4865,1466507.523,62.20098859,59.15070298,4.903918217,37.79901141,2943107,2316186.414,2200004.004,116182.4104,626920.5858,78.69868184,74.75107102,5.016107931,21.30131816,0
East Midlands,Apr-Jun 2021,3881066,2406889.92,2302020.541,104869.3786,1474176.08,62.01620689,59.31413022,4.357049226,37.98379311,2943237,2315954.525,2212982.263,102972.262,627282.4754,78.68732707,75.18872121,4.446212606,21.31267293,0
East Midlands,May-Jul 2021,3886418,2397444.474,2291001.367,106443.107,1488973.526,61.68776684,58.94891819,4.439857027,38.31223316,2946341,2312706.022,2207633.964,105072.0583,633634.9777,78.4941737,74.92798573,4.543251811,21.5058263,0
East Midlands,Jun-Aug 2021,3888897,2412962.338,2308407.189,104555.1488,1475934.662,62.04747357,59.3589182,4.33306178,37.95252643,2948227,2321905.164,2218960.962,102944.2017,626321.8365,78.75598329,75.26425074,4.433609234,21.24401671,0
East Midlands,Jul-Sep 2021,3890225,2414043.918,2315368.459,98675.45932,1476181.082,62.05409503,59.51759754,4.087558581,37.94590497,2949236,2321812.681,2226107.763,95704.91809,627423.3193,78.72590327,75.48082834,4.12199136,21.27409673,0
East Midlands,Aug-Oct 2021,3891282,2414122.406,2313833.229,100289.1771,1477159.594,62.03925611,59.46197754,4.154270591,37.96074389,2950048,2322850.344,2224870.863,97979.48027,627197.6564,78.73940843,75.41812416,4.218071153,21.26059157,0
East Midlands,Sep-Nov 2021,3890136,2388267.936,2304517.602,83750.33477,1501868.064,61.39291625,59.24002661,3.506739486,38.60708375,2949177,2301086.328,2221102.023,79984.30404,648090.6725,78.02469392,75.31260496,3.475936695,21.97530608,0
East Midlands,Oct-Dec 2021,3889234,2401720.763,2320811.487,80909.27595,1487513.237,61.75305377,59.67271415,3.36880445,38.24694623,2948491,2302743.119,2224805.365,77937.75368,645747.8814,78.09903841,75.45572854,3.384561354,21.90096159,0
East Midlands,Nov-Jan 2022,3888447,2413921.988,2340558.627,73363.36148,1474525.012,62.07933368,60.19263286,3.039176984,37.92066632,2947918,2310415.678,2239738.569,70677.10873,637502.3225,78.3744893,75.97696302,3.059064627,21.6255107,0
East Midlands,Dec-Feb 2022,3889497,2413289.055,2345066.025,68223.02959,1476207.945,62.046302,60.2922698,2.826972983,37.953698,2948687,2309667.717,2243707.735,65959.98126,639019.2833,78.32868381,76.09175662,2.855821241,21.67131619,0
East Midlands,Jan-Mar 2022,3891121,2411808.607,2347957.683,63850.92404,1479312.393,61.9823595,60.34142045,2.647429147,38.0176405,2949925,2306989.123,2245128.899,61860.22436,642935.8771,78.20500938,76.10799931,2.681426789,21.79499062,0
East Midlands,Feb-Apr 2022,3891910,2397532.176,2332183.662,65348.51346,1494377.824,61.60297067,59.92388473,2.725657413,38.39702933,2950527,2294326.758,2231875.33,62451.42864,656200.2417,77.75989707,75.64327761,2.721993649,22.24010293,0
East Midlands,Mar-May 2022,3893750,2437087.231,2376643.213,60444.01731,1456662.769,62.58972021,61.0373859,2.480174552,37.41027979,2951957,2325072.358,2267569.431,57502.92716,626884.6419,78.76376106,76.81580155,2.47316721,21.23623894,0
East Midlands,Apr-Jun 2022,3894944,2415519.195,2356927.605,58591.59035,1479424.805,62.01678882,60.51249016,2.425631329,37.98321118,2952823,2307540.851,2250654.036,56886.81492,645282.1487,78.14694112,76.2204181,2.465257111,21.85305888,0
East Midlands,May-Jul 2022,3900316,2410012.883,2343296.734,66716.14822,1490303.117,61.79019553,60.07966366,2.768290107,38.20980447,2956887,2309491.988,2243870.878,65621.10939,647395.0121,78.1055207,75.88625735,2.841365536,21.8944793,0
East Midlands,Jun-Aug 2022,3902865,2386106.926,2312492.225,73614.70149,1516758.074,61.13731646,59.25114562,3.085138419,38.86268354,2958819,2289001.51,2217726.285,71275.22497,669817.4897,77.3619985,74.95309058,3.113812929,22.6380015,0
East Midlands,Jul-Sep 20221,3983758,2454326.378,2365646.027,88680.35131,1529431.622,61.60832003,59.38227238,3.613225694,38.39167997,3043067,2349477.603,2262444.748,87032.85514,693589.397,77.20755419,74.34751676,3.704349215,22.79244581,0
East Midlands,Aug-Oct 2022,3986413,2475266.938,2387155.299,88111.63832,1511146.062,62.09258644,59.88228765,3.55968227,37.90741356,3044278,2356720.386,2269454.819,87265.56652,687557.6143,77.414756,74.54821206,3.70283921,22.585244,0
East Midlands,Sep-Nov 2022,3988845,2478927.735,2388643.412,90284.32294,1509917.265,62.14650444,59.88308426,3.642071596,37.85349556,3045408,2363275.933,2274651.478,88624.45556,682132.0669,77.60129129,74.69119006,3.750068044,22.39870871,0
East Midlands,Oct-Dec 2022,3991391,2461980.625,2375539.603,86441.02135,1529410.375,61.68227129,59.51658466,3.511035809,38.31772871,3046549,2353130.856,2268218.322,84912.53397,693418.1441,77.23922563,74.4520545,3.6084918,22.76077437,0
East Midlands,Nov-Jan 2023,3994126,2461733.875,2367839.012,93894.8626,1532392.125,61.63385619,59.28303244,3.814175999,38.36614381,3047919,2362003.996,2269654.362,92349.63307,685915.0045,77.49562884,74.46570471,3.909800036,22.50437116,0
East Midlands,Dec-Feb 2023,3996606,2481671.981,2389580.04,92091.94182,1514934.019,62.09448671,59.790233,3.710882925,37.90551329,3049021,2372676.943,2280408.228,92268.71561,676344.0568,77.81766486,74.79148971,3.888802303,22.18233514,0
East Midlands,Jan-Mar 2023,3999128,2498969.327,2403910.712,95058.61505,1500158.673,62.48785552,60.11087196,3.803912838,37.51214448,3050189,2391055.711,2295632.534,95423.17656,659133.2894,78.39041156,75.26197668,3.990838697,21.60958844,0
East Midlands,Feb-Apr 2023,4001729,2501482.795,2415124.845,86357.94971,1500246.205,62.51004991,60.35203397,3.452270385,37.48995009,3051405,2389882.645,2305064.366,84818.27894,661522.3555,78.32072912,75.54108241,3.549056232,21.67927088,0
East Midlands,Mar-May 2023,4004341,2510997.604,2431529.978,79467.62568,1493343.396,62.70688744,60.72235052,3.164783016,37.29311256,3052621,2394564.583,2316537.593,78026.99037,658056.4166,78.44290475,75.88683931,3.258504319,21.55709525,0
East Midlands,Apr-Jun 2023,4006830,2526096.424,2434660.344,91436.08022,1480733.576,63.04476167,60.76275619,3.619659145,36.95523833,3053786,2410927.066,2321309.311,89617.75557,642858.9337,78.94878902,76.01414476,3.717149176,21.05121098,0
East Midlands,May-Jul 2023,4009388,2528000.413,2422523.905,105476.5082,1481387.587,63.05202722,60.42128886,4.172329546,36.94797278,3054943,2408418.099,2304263.122,104154.9766,646524.9015,78.83676057,75.42736876,4.324621904,21.16323943,0
East Midlands,Jun-Aug 2023,4012035,2504046.862,2387664.882,116381.9791,1507988.138,62.41338527,59.51256364,4.647755636,37.58661473,3056168,2393285.338,2278514.28,114771.0574,662882.6624,78.31000579,74.55461481,4.79554425,21.68999421,0
East Midlands,Jul-Sep 2023,4014703,2497033.816,2377805.12,119228.6955,1517669.184,62.19722395,59.22742281,4.774813009,37.80277605,3057411,2389456.388,2271679.458,117776.9304,667954.6121,78.15293357,74.30075504,4.929026157,21.84706643,0
East Midlands,Aug-Oct 2023,4017367,2498592.467,2374555.581,124036.8864,1518774.533,62.19477751,59.10726057,4.964270405,37.80522249,3058691,2384136.203,2262783.353,121352.8498,674554.7967,77.94629151,73.97881491,5.0900133,22.05370849,0
East Midlands,Sep-Nov 2023,4019983,2504243.485,2377404.313,126839.1721,1515739.515,62.29487749,59.13966086,5.064969635,37.70512251,3059828,2400598.561,2277420.339,123178.2218,659229.4395,78.45534326,74.42968489,5.131146201,21.54465674,0
East Midlands,Oct-Dec 2023,4022599,2486242.183,2359055.655,127186.5283,1536356.817,61.80686127,58.64506144,5.115612996,38.19313873,3061045,2379558.203,2254504.738,125053.4648,681486.7969,77.7367926,73.65147322,5.255322801,22.2632074,0
West Midlands,Mar-May 1992,4083063,2571779.03,2296651.477,275127.5534,1511283.97,62.98651356,56.24824983,10.69794684,37.01348644,3313531,2527329.625,2254104.142,273225.4822,786201.3754,76.27300377,68.02725378,10.81083684,23.72699623,0
West Midlands,Apr-Jun 1992,4083227,2569876.855,2289927.485,279949.3695,1513350.145,62.93739865,56.08131719,10.89349355,37.06260135,3313038,2524399.924,2246252.64,278147.284,788638.0758,76.19592423,67.80038865,11.01835257,23.80407577,0
West Midlands,May-Jul 1992,4082938,2566348.61,2274174.451,292174.1593,1516589.39,62.85543915,55.6994608,11.38481959,37.14456085,3312303,2521939.124,2233907.25,288031.8735,790363.876,76.13853938,67.44272038,11.42104783,23.86146062,0
West Midlands,Jun-Aug 1992,4082479,2568199.935,2277958.199,290241.7359,1514279.065,62.90785415,55.7984058,11.3013684,37.09214585,3311410,2524341.246,2237667.533,286673.7138,787068.7537,76.23161271,67.57446322,11.3563772,23.76838729,0
West Midlands,Jul-Sep 1992,4082620,2566187.817,2271487.277,294700.5402,1516432.183,62.85639655,55.63797945,11.48398173,37.14360345,3310970,2523468.295,2233073.553,290394.7414,787501.7053,76.21537781,67.44469304,11.50776263,23.78462219,0
West Midlands,Aug-Oct 1992,4082639,2559502.763,2267508.951,291993.8117,1523136.237,62.69236057,55.54027557,11.40822413,37.30763943,3310603,2517981.701,2228265.158,289716.5425,792621.2991,76.05809881,67.30692742,11.50590342,23.94190119,0
West Midlands,Sep-Nov 1992,4082163,2560956.469,2256557.257,304399.2125,1521206.531,62.73528199,55.27847018,11.88615332,37.26471801,3309613,2521536.688,2218852.852,302683.8367,788076.3117,76.18826395,67.04266788,12.00394339,23.81173605,0
West Midlands,Oct-Dec 1992,4081953,2554329.97,2248411.911,305918.0588,1527623.03,62.57617297,55.08176873,11.97645028,37.42382703,3308942,2514047.186,2210333.048,303714.1381,794894.8137,75.97737241,66.79878487,12.08068567,24.02262759,0
West Midlands,Nov-Jan 1993,4081875,2559872.329,2249408.319,310464.0101,1522002.671,62.71314846,55.10723182,12.12810524,37.28685154,3308410,2519824.26,2211279.433,308544.8263,788585.7402,76.16420757,66.83813171,12.24469624,23.83579243,0
West Midlands,Dec-Feb 1993,4081514,2553705.309,2232981.476,320723.8324,1527808.691,62.5675989,54.70963658,12.55915596,37.4324011,3307523,2512804.616,2193829.69,318974.9261,794718.384,75.97240037,66.32847874,12.69398043,24.02759963,0
West Midlands,Jan-Mar 1993,4081483,2560537.165,2248258.384,312278.7816,1520945.835,62.73546074,55.08435007,12.19583085,37.26453926,3307053,2519107.36,2207827.917,311279.4428,787945.64,76.17378252,66.76118941,12.35673587,23.82621748,0
West Midlands,Feb-Apr 1993,4081286,2555002.114,2249835.712,305166.4014,1526283.886,62.60286865,55.12565677,11.94388058,37.39713135,3306344,2513119.643,2208581.764,304537.8795,793224.3569,76.00901912,66.79830543,12.11792206,23.99098088,0
West Midlands,Mar-May 1993,4081344,2559404.005,2257641.799,301762.2061,1521939.995,62.70983296,55.31613603,11.79033109,37.29016704,3305878,2519600.476,2219177.946,300422.5302,786277.5242,76.21577311,67.12824689,11.92341933,23.78422689,0
