Region,Date,All aged 16 & over,Total economically active,Total in employment,Unemployed,Economically inactive,Economic activity rate (%),Employment rate (%),Unemployment rate (%),Economic inactivity rate (%),All aged 16 to 64,Total economically active (16 to 64),Total in employment (16 to 64),Unemployed (16 to 64),Economically inactive (16 to 64),Economic activity rate (%) (16 to 64),Employment rate (%) (16 to 64),Unemployment rate (%) (16 to 64),Economic inactivity rate (%) (16 to 64),Treated
West Midlands,Apr-Jun 1993,4080908,2563780.047,2266766.864,297013.1829,1517127.953,62.82376489,55.54564975,11.58497131,37.17623511,3305091,2525600.975,2230390.069,295210.906,779490.0249,76.41547464,67.48346926,11.68873899,23.58452536,0
West Midlands,May-Jul 1993,4080903,2570975.457,2275872.526,295102.9315,1509927.543,63.00016093,55.7688464,11.47824771,36.99983907,3304526,2535762.901,2242484.054,293278.8462,768763.0995,76.73605535,67.86098988,11.56570459,23.26394465,0
West Midlands,Jun-Aug 1993,4080281,2556390.113,2264314.764,292075.3489,1523890.887,62.65230539,55.49408887,11.42530427,37.34769461,3303546,2521549.852,2230602.219,290947.6325,781996.1483,76.32858304,67.52145177,11.53844459,23.67141696,0
West Midlands,Jul-Sep 1993,4080164,2576816.485,2284055.84,292760.6442,1503347.515,63.15472821,55.97951064,11.36133077,36.84527179,3303187,2541731.137,2250328.801,291402.3361,761455.8627,76.94784271,68.12598867,11.46471914,23.05215729,0
West Midlands,Aug-Oct 1993,4079513,2581959.141,2285333.491,296625.6502,1497553.859,63.29086686,56.01976243,11.48839443,36.70913314,3302285,2547505.266,2252146.543,295358.7239,754779.7336,77.14371311,68.19964184,11.59403781,22.85628689,0
West Midlands,Sep-Nov 1993,4079068,2578873.1,2285278.192,293594.9084,1500194.9,63.22211593,56.02451814,11.38462022,36.77788407,3301356,2542712.367,2250168.228,292544.1387,758643.6334,77.02024158,68.15890888,11.50519982,22.97975842,0
West Midlands,Oct-Dec 1993,4078937,2568258.432,2268660.257,299598.1752,1510678.568,62.96391516,55.61890897,11.66542165,37.03608484,3300786,2531493.043,2233023.291,298469.7519,769292.9569,76.69364337,67.65125916,11.79026554,23.30635663,0
West Midlands,Nov-Jan 1994,4078598,2571815.449,2276958.029,294857.4204,1506782.551,63.05636028,55.82697851,11.46495253,36.94363972,3300223,2536054.244,2242977.27,293076.9739,764168.7561,76.84493575,67.96441543,11.55641582,23.15506425,0
West Midlands,Dec-Feb 1994,4077708,2579345.077,2294168.817,285176.2606,1498362.923,63.25477639,56.26123343,11.05614999,36.74522361,3299171,2542724.144,2259650.009,283074.1353,756446.8555,77.07160812,68.49144858,11.13271119,22.92839188,0
West Midlands,Jan-Mar 1994,4077684,2583617.88,2304597.551,279020.3291,1494066.12,63.35993374,56.51731599,10.79959739,36.64006626,3298803,2545623.943,2268194.719,277429.2242,753179.0569,77.16811047,68.75811374,10.89827997,22.83188953,0
West Midlands,Feb-Apr 1994,4077342,2589988.541,2323183.711,266804.8307,1487353.459,63.52149369,56.97789664,10.30139039,36.47850631,3298061,2551256.049,2286520.27,264735.7788,746804.9511,77.35624201,69.32922921,10.37668402,22.64375799,0
West Midlands,Mar-May 1994,4076765,2581051.87,2323594.24,257457.6298,1495713.13,63.31127425,56.99603092,9.974911114,36.68872575,3297206,2541235.835,2285036.676,256199.159,755970.1648,77.07240115,69.30221151,10.08167583,22.92759885,0
West Midlands,Apr-Jun 1994,4076444,2573330.698,2315754.671,257576.0269,1503113.302,63.12685022,56.80820517,10.00944135,36.87314978,3296583,2534169.122,2278600.771,255568.3513,762413.8779,76.87260178,69.1200789,10.08489722,23.12739822,0
West Midlands,May-Jul 1994,4076012,2576035.751,2324911.561,251124.1904,1499976.249,63.19990596,57.03887919,9.748474582,36.80009404,3295839,2537395.555,2287057.422,250338.1337,758443.4445,76.98784909,69.3922677,9.865948301,23.01215091,0
West Midlands,Jun-Aug 1994,4076304,2581458.617,2334206.606,247252.0105,1494845.383,63.32841262,57.2628196,9.577996291,36.67158738,3295701,2542189.716,2296694.212,245495.5045,753511.2837,77.13653988,69.68757821,9.656852236,22.86346012,0
West Midlands,Jul-Sep 1994,4076854,2572413.087,2335522.234,236890.8528,1504440.913,63.09799387,57.28736507,9.208896268,36.90200613,3295802,2533548.923,2298201.903,235347.0201,762253.0771,76.87200029,69.73118843,9.289223427,23.12799971,0
West Midlands,Aug-Oct 1994,4077678,2562473.722,2328972.702,233501.0199,1515204.278,62.84149268,57.11516951,9.112328369,37.15850732,3296196,2520716.506,2289262.578,231453.9278,775479.4943,76.47350175,69.45165208,9.182068961,23.52649825,0
West Midlands,Sep-Nov 1994,4077909,2555313.515,2321838.5,233475.0151,1522595.485,62.66234766,56.93698657,9.136844217,37.33765234,3295992,2512514.844,2280804.025,231710.8188,783477.1563,76.22939751,69.1993192,9.222266662,23.77060249,0
West Midlands,Oct-Dec 1994,4078308,2565138.207,2337321.706,227816.5003,1513169.793,62.89711828,57.31106396,8.881256366,37.10288172,3295974,2521236.028,2295042.321,226193.707,774737.9717,76.49441495,69.63168767,8.971540326,23.50558505,0
West Midlands,Nov-Jan 1995,4078947,2559028.795,2328201.242,230827.5527,1519918.205,62.73748579,57.07848721,9.020123306,37.26251421,3296168,2516737.545,2288049.633,228687.9116,779430.4553,76.35343662,69.41544342,9.086680971,23.64656338,0
West Midlands,Dec-Feb 1995,4079282,2558758.186,2335863.029,222895.1562,1520523.814,62.72569991,57.26162176,8.711067638,37.27430009,3296089,2516988.468,2295851.374,221137.0935,779100.5324,76.36287939,69.65380407,8.785780958,23.63712061,0
West Midlands,Jan-Mar 1995,4079823,2563126.448,2339381.195,223745.2537,1516696.552,62.82445215,57.34026193,8.729388043,37.17554785,3296150,2520218.219,2298823.641,221394.5771,775931.7815,76.45945174,69.74268894,8.784738378,23.54054826,0
West Midlands,Feb-Apr 1995,4080566,2556038.638,2329788.762,226249.8758,1524527.362,62.63931616,57.09474524,8.851582777,37.36068384,3296450,2514813.01,2290802.641,224010.3689,781636.9897,76.28852281,69.4930195,8.907635199,23.71147719,0
West Midlands,Mar-May 1995,4080869,2556283.599,2327948.845,228334.7546,1524585.401,62.64066794,57.04541961,8.93229353,37.35933206,3296235,2515081.072,2289001.96,226079.1119,781153.9277,76.30163117,69.44292383,8.98893934,23.69836883,0
West Midlands,Apr-Jun 1995,4081482,2546874.071,2329779.73,217094.3407,1534607.929,62.40071794,57.08171027,8.523952685,37.59928206,3296491,2505375.498,2289811.045,215564.4534,791115.5018,76.00128434,69.46207482,8.604077653,23.99871566,0
West Midlands,May-Jul 1995,4081870,2550917.879,2332611.985,218305.8935,1530952.121,62.49385402,57.14567062,8.557934979,37.50614598,3296491,2507007.21,2289765.023,217242.1866,789483.7903,76.05078278,69.46067874,8.665399355,23.94921722,0
West Midlands,Jun-Aug 1995,4082442,2550776.508,2330657.188,220119.3202,1531665.492,62.48163496,57.08978076,8.629502409,37.51836504,3296687,2506886.926,2288947.334,217939.5927,789800.0736,76.04261267,69.43174568,8.69363474,23.95738733,0
West Midlands,Jul-Sep 1995,4083451,2557299.959,2330770.774,226529.1844,1526151.041,62.62594944,57.07845581,8.858138975,37.37405056,3297150,2514556.104,2290296.372,224259.732,782593.8961,76.26453464,69.46291106,8.918462055,23.73546536,0
West Midlands,Aug-Oct 1995,4083932,2564315.471,2342634.911,221680.5593,1519616.529,62.79035671,57.36224088,8.644824004,37.20964329,3297319,2522763.932,2303215.852,219548.0797,774555.068,76.50955009,69.85116855,8.7026803,23.49044991,0
West Midlands,Sep-Nov 1995,4084610,2571060.742,2347586.097,223474.6442,1513549.258,62.94507289,57.47393503,8.691923942,37.05492711,3297669,2531900.704,2310757.564,221143.14,765768.296,76.7784973,70.07245312,8.734273807,23.2215027,0
West Midlands,Oct-Dec 1995,4085330,2574714.445,2354341.675,220372.7705,1510615.555,63.02341415,57.62916765,8.559115008,36.97658585,3298054,2536186.332,2318161.769,218024.5622,761867.6685,76.89947865,70.28877542,8.596551422,23.10052135,0
West Midlands,Nov-Jan 1996,4085856,2581817.909,2360457.327,221360.5821,1504038.091,63.1891557,57.77142727,8.573826266,36.8108443,3298167,2544379.867,2325551.962,218827.9044,753787.1331,77.1452709,70.51043693,8.600441596,22.8547291,0
West Midlands,Dec-Feb 1996,4086629,2578287.9,2354132.337,224155.5629,1508341.1,63.09082377,57.60572681,8.693969471,36.90917623,3298549,2542107.113,2319250.828,222856.2854,756441.887,77.0674352,70.31124375,8.766596982,22.9325648,0
West Midlands,Jan-Mar 1996,4087519,2566722.645,2347092.977,219629.6681,1520796.355,62.7941459,57.42096799,8.556813434,37.2058541,3299067,2532673.16,2313772.495,218900.6648,766393.8398,76.76937632,70.13414688,8.643068053,23.23062368,0
West Midlands,Feb-Apr 1996,4088089,2568624.073,2341857.868,226766.2048,1519464.927,62.83190198,57.28490423,8.82831424,37.16809802,3299270,2534960.316,2308875.296,226085.0193,764309.6845,76.83397587,69.9813988,8.918680812,23.16602413,0
West Midlands,Mar-May 1996,4088876,2563294.018,2327629.648,235664.3701,1525581.982,62.68945349,56.92590453,9.193809543,37.31054651,3299665,2528616.843,2293218.165,235398.678,771048.1567,76.63253219,69.49851471,9.309385034,23.36746781,0
West Midlands,Apr-Jun 1996,4089598,2565292.791,2325346.445,239946.3457,1524305.209,62.72726049,56.86002499,9.353565665,37.27273951,3299836,2529877.212,2289712.159,240165.0531,769958.7876,76.66675594,69.38866536,9.493150572,23.33324406,0
West Midlands,May-Jul 1996,4090078,2561264.287,2325363.976,235900.3117,1528813.713,62.62140447,56.85378068,9.210307302,37.37859553,3299984,2524476.998,2288043.64,236433.3577,775507.0021,76.49967387,69.33499193,9.365637237,23.50032613,0
West Midlands,Jun-Aug 1996,4090459,2567857.235,2344226.598,223630.6368,1522601.765,62.77675036,57.30962218,8.708842287,37.22324964,3299940,2528541.979,2305998.518,222543.4606,771398.0211,76.62387737,69.88001352,8.801256316,23.37612263,0
West Midlands,Jul-Sep 1996,4090485,2558118.516,2344667.05,213451.4664,1532366.484,62.53826909,57.32002562,8.344080426,37.46173091,3299652,2520635.278,2308635.16,212000.1181,779016.7219,76.39094299,69.96601945,8.410582837,23.60905701,0
West Midlands,Aug-Oct 1996,4090542,2563359.148,2348673.93,214685.2179,1527182.852,62.66551346,57.41718163,8.375151727,37.33448654,3299446,2526412.346,2313476.989,212935.3571,773033.6544,76.57080448,70.11713447,8.428369085,23.42919552,0
West Midlands,Sep-Nov 1996,4090706,2554185.076,2354597.862,199587.2137,1536520.924,62.43873492,57.55969414,7.814124969,37.56126508,3299215,2519642.758,2321622.149,198020.609,779572.2421,76.37097788,70.3689256,7.859074799,23.62902212,0
West Midlands,Oct-Dec 1996,4090680,2549751.411,2354367.245,195384.1661,1540928.589,62.33074724,57.55442237,7.662871181,37.66925276,3298865,2514950.323,2321071.947,193878.3759,783914.6769,76.2368367,70.35971303,7.709034016,23.7631633,0
West Midlands,Nov-Jan 1997,4090889,2546531.582,2361120.3,185411.2816,1544357.418,62.24885549,57.71655746,7.280933914,37.75114451,3298724,2512943.358,2329169.787,183773.571,785780.642,76.17925471,70.60820448,7.313080513,23.82074529,0
West Midlands,Dec-Feb 1997,4090924,2553241.051,2367382.07,185858.981,1537682.949,62.41233156,57.86912858,7.279335454,37.58766844,3298444,2519954.899,2335630.363,184324.5351,778489.1015,76.3982926,70.8100657,7.314596591,23.6017074,0
West Midlands,Jan-Mar 1997,4090957,2555429.629,2372073.893,183355.7364,1535527.371,62.46532607,57.98334944,7.175143243,37.53467393,3298225,2522683.239,2341039.426,181643.8123,775541.7614,76.48608687,70.97876665,7.200420945,23.51391313,0
West Midlands,Feb-Apr 1997,4091037,2554998.366,2378307.19,176691.1758,1536038.634,62.4535629,58.1345803,6.915510326,37.5464371,3297919,2520530.826,2345572.532,174958.2934,777388.1743,76.4279179,71.122806,6.941327265,23.5720821,0
West Midlands,Mar-May 1997,4091415,2554874.011,2381980.743,172893.2678,1536540.989,62.44475349,58.21899619,6.767193494,37.55524651,3297886,2519087.839,2347376.078,171711.7607,778798.1614,76.38492776,71.17820561,6.816426091,23.61507224,0
West Midlands,Apr-Jun 1997,4091537,2565993.115,2392335.566,173657.549,1525543.885,62.71465015,58.4703393,6.767654516,37.28534985,3297735,2530128.836,2357374.003,172754.8328,767606.1638,76.72323083,71.48464032,6.827906563,23.27676917,0
West Midlands,May-Jul 1997,4091510,2573878.881,2393485.77,180393.1106,1517631.119,62.90779886,58.49883712,7.008609144,37.09220114,3297377,2537342.47,2357939.731,179402.7394,760034.5299,76.95032961,71.50955838,7.070497638,23.04967039,0
West Midlands,Jun-Aug 1997,4092247,2568795.892,2382388.764,186407.1279,1523451.108,62.77225914,58.21713019,7.256595534,37.22774086,3297646,2534513.022,2348959.828,185553.1941,763132.9779,76.85825046,71.23141259,7.321059017,23.14174954,0
West Midlands,Jul-Sep 1997,4093167,2563561.323,2377489.366,186071.9569,1529605.677,62.63026461,58.08434805,7.258338436,37.36973539,3298299,2531250.31,2345703.633,185546.6773,767048.69,76.74411295,71.11858666,7.330238205,23.25588705,0
West Midlands,Aug-Oct 1997,4094049,2554188.575,2375197.169,178991.4061,1539860.425,62.38783598,58.01584614,7.007760034,37.61216402,3298934,2523009.313,2344144.752,178864.5613,775924.6872,76.47953287,71.05764321,7.089334167,23.52046713,0
West Midlands,Sep-Nov 1997,4095090,2576770.926,2409145.677,167625.2484,1518319.074,62.923426,58.8301033,6.50524448,37.076574,3299504,2542689.571,2375584.045,167105.526,756814.429,77.06278189,71.99821685,6.571998719,22.93721811,0
West Midlands,Oct-Dec 1997,4095694,2574270.612,2406836.056,167434.5558,1521423.388,62.85309918,58.76503606,6.504155199,37.14690082,3299656,2539338.033,2372379.277,166958.7561,760317.9671,76.95765961,71.89777592,6.574892901,23.04234039,0
West Midlands,Nov-Jan 1998,4096557,2569470.866,2395019.824,174451.0415,1527086.134,62.72269289,58.46421335,6.789376126,37.27730711,3300228,2533634.957,2360201.81,173433.1476,766593.0428,76.77151267,71.51632583,6.845230294,23.22848733,0
West Midlands,Dec-Feb 1998,4097325,2564899.905,2400754.308,164145.5963,1532425.095,62.59937654,58.59321163,6.399688189,37.40062346,3300772,2526702.388,2363590.699,163111.6892,774069.6117,76.54883125,71.60720883,6.455516484,23.45116875,0
West Midlands,Jan-Mar 1998,4098153,2570851.143,2410406.452,160444.6914,1527301.857,62.73194639,58.81689755,6.240917209,37.26805361,3301145,2533150.821,2373628.019,159522.802,767994.1791,76.73552119,71.90317356,6.297406402,23.26447881,0
West Midlands,Feb-Apr 1998,4098876,2577601.976,2418332.053,159269.9221,1521274.024,62.88558072,58.99988322,6.178995965,37.11441928,3301505,2535931.844,2378433.677,157498.1668,765573.1558,76.81138887,72.04089279,6.210662448,23.18861113,0
West Midlands,Mar-May 1998,4099912,2580388.976,2418689.355,161699.6217,1519523.024,62.93766736,58.99368949,6.266482426,37.06233264,3302265,2540949.417,2380028.254,160921.1631,761315.5828,76.94565449,72.0726003,6.33311163,23.05434551,0
West Midlands,Apr-Jun 1998,4100491,2576041.283,2423386.153,152655.13,1524449.717,62.82275179,59.09990176,5.925958215,37.17724821,3302549,2537807.346,2386663.556,151143.7905,764741.6536,76.84389683,72.26731703,5.955684173,23.15610317,0
West Midlands,May-Jul 1998,4101517,2579570.249,2428351.41,151218.8386,1521946.751,62.89307709,59.20617689,5.862171759,37.10692291,3303106,2540991.134,2391278.317,149712.8166,762114.866,76.9273264,72.39484041,5.891906297,23.0726736,0
West Midlands,Jun-Aug 1998,4101793,2581914.467,2422388.005,159526.462,1519878.533,62.94599622,59.05680771,6.178611418,37.05400378,3303313,2545109.678,2387989.524,157120.1535,758203.3221,77.04718499,72.2907434,6.173413855,22.95281501,0
West Midlands,Jul-Sep 1998,4102387,2594189.362,2436752.379,157436.9828,1508197.638,63.23609552,59.39840339,6.068831565,36.76390448,3303850,2558366.394,2403580.033,154786.361,745483.6061,77.43591246,72.75088254,6.050203026,22.56408754,0
West Midlands,Aug-Oct 1998,4102651,2596521.07,2432585.935,163935.1346,1506129.93,63.28886054,59.29302627,6.313645458,36.71113946,3303950,2558939.956,2396523.346,162416.6106,745010.0438,77.45092862,72.53509725,6.347027027,22.54907138,0
West Midlands,Sep-Nov 1998,4102726,2589768.786,2422411.707,167357.0784,1512957.214,63.12312316,59.04395534,6.462240156,36.87687684,3304022,2551939.408,2385920.042,166019.3662,752082.5921,77.23736125,72.21259549,6.505615519,22.76263875,0
West Midlands,Oct-Dec 1998,4103041,2579256.468,2409547.813,169708.6544,1523784.532,62.86206908,58.72590143,6.579751045,37.13793092,3304280,2543002.078,2374147.432,168854.6466,761277.9216,76.96085315,71.85067342,6.639972811,23.03914685,0
West Midlands,Nov-Jan 1999,4103556,2583017.948,2413932.769,169085.1785,1520538.052,62.94584374,58.82538874,6.546031889,37.05415626,3304680,2547623.871,2380037.629,167586.2424,757056.1291,77.09139375,72.02021462,6.578139117,22.90860625,0
West Midlands,Dec-Feb 1999,4103914,2583218.082,2407970.209,175247.8729,1520695.918,62.9452294,58.67496757,6.78409129,37.0547706,3304916,2546464.49,2372699.604,173764.8855,758451.5101,77.05080825,71.79303814,6.823770218,22.94919175,0
West Midlands,Jan-Mar 1999,4103830,2579748.132,2397840.206,181907.9267,1524081.868,62.86196388,58.42932591,7.051383211,37.13803612,3304801,2543629.814,2363301.249,180328.5654,761171.1856,76.96771498,71.51115147,7.08941861,23.03228502,0
West Midlands,Feb-Apr 1999,4104420,2585406.655,2406011.162,179395.4925,1519013.345,62.99079174,58.62000385,6.938772754,37.00920826,3305383,2550602.185,2372042.687,178559.4981,754780.8149,77.16510265,71.76302071,7.000680043,22.83489735,0
West Midlands,Mar-May 1999,4104960,2590670.139,2413935.327,176734.8122,1514289.861,63.11072798,58.80533129,6.821972797,36.88927202,3305728,2555595.84,2379331.103,176264.7372,750132.1603,77.30811004,71.9760096,6.89720708,22.69188996,0
West Midlands,Apr-Jun 1999,4105230,2589555.444,2409416.493,180138.9513,1515674.556,63.07942415,58.69138862,6.956365876,36.92057585,3305902,2553619.971,2373673.946,179946.0255,752282.0289,77.24427315,71.80109833,7.046703406,22.75572685,0
West Midlands,May-Jul 1999,4105567,2589264.905,2411197.838,178067.0662,1516302.095,63.06716964,58.72995955,6.877128172,36.93283036,3306200,2553293.173,2375469.37,177823.8033,752906.827,77.22742644,71.84893139,6.964488262,22.77257356,0
West Midlands,Jun-Aug 1999,4105779,2592348.298,2421534.082,170814.2166,1513430.702,63.13901207,58.97867571,6.589169238,36.86098793,3306223,2553845.968,2383681.087,170164.8805,752377.0321,77.24360903,72.09680313,6.663083156,22.75639097,0
West Midlands,Jul-Sep 1999,4105876,2588744.696,2423537.461,165207.2347,1517131.304,63.04975348,59.02607534,6.381750776,36.95024652,3306261,2548928.139,2385584.881,163343.258,757332.8611,77.09397833,72.15355596,6.408311615,22.90602167,0
West Midlands,Aug-Oct 1999,4106203,2596112.225,2429731.5,166380.7249,1510090.775,63.22415684,59.17222066,6.40884178,36.77584316,3306489,2557170.841,2392384.563,164786.2781,749318.1585,77.33795097,72.3542272,6.444085606,22.66204903,0
West Midlands,Sep-Nov 1999,4106471,2585950.691,2415827.421,170123.2698,1520520.309,62.9725789,58.82976943,6.578751498,37.0274211,3306408,2547743.012,2379818.589,167924.423,758664.9881,77.05470746,71.97595061,6.591105235,22.94529254,0
West Midlands,Oct-Dec 1999,4106820,2576225.379,2402477.666,173747.7125,1530594.621,62.73041864,58.49970698,6.744274547,37.26958136,3306711,2538042.715,2365469.273,172573.4424,768668.285,76.75429498,71.53541004,6.799469581,23.24570502,0
