Region,Year,Total economically active,Total in employment,Unemployed,Employment rate (%),Total economically active (16 to 64),Total in employment (16 to 64),Unemployed (16 to 64),Economically inactive (16 to 64),Economic activity rate (%) (16 to 64),Employment rate (%) (16 to 64),Unemployment rate (%) (16 to 64),Treated
West Midlands,2013,2849934.007,2597331.749,252602.2582,57.82095488,2750886.85,2495633.192,255253.6575,778655.1503,77.93891813,70.70699802,9.278958804,0
West Midlands,2013,2835933.013,2572688.791,263244.2228,57.2458923,2750820.66,2487533.969,263286.6914,778958.3396,77.93180991,70.47279643,9.571205246,0
West Midlands,2013,2815139.27,2550787.412,264351.8585,56.73044414,2716194.734,2452301.458,263893.2761,813997.2662,76.94184152,69.4665179,9.715550688,0
West Midlands,2013,2818834.289,2550177.449,268656.8404,56.69249328,2719433.638,2450000.56,269433.0784,810713.3618,77.03457216,69.40222489,9.907690873,0
West Midlands,2013,2807715.4,2531208.559,276506.8417,56.24239249,2712901.176,2436734.724,276166.4528,817629.8235,76.84116572,69.01893012,10.17974614,0
West Midlands,2013,2807181.688,2531552.425,275629.2628,56.22264964,2709812.223,2439163.83,270648.3936,820999.7766,76.74756468,69.08223462,9.987717644,0
West Midlands,2013,2794339.431,2522761.937,271577.4935,55.99986364,2698533.021,2433917.164,264615.8574,832661.9787,76.41982449,68.92616137,9.805915114,0
West Midlands,2013,2778266.281,2520766.508,257499.7722,55.92485693,2674039.103,2424302.868,249736.2345,857788.8974,75.71260839,68.64158923,9.339288802,0
West Midlands,2013,2781348.582,2521991.048,259357.5343,55.92130563,2677219.355,2422662.662,254556.6937,855282.6445,75.78819079,68.58206058,9.508249414,0
West Midlands,2013,2799088.723,2551088.358,248000.3648,56.53392678,2690884.469,2446631.482,244252.9874,842426.5311,76.15758898,69.24472489,9.07705218,0
West Midlands,2013,2799085.53,2568642.445,230443.0844,56.89028492,2692589.496,2460660.493,231929.003,841431.5045,76.19053468,69.62778355,8.61360424,0
West Midlands,2013,2785708.095,2550600.653,235107.4423,56.45842147,2672827.28,2436978.882,235848.3981,861977.7203,75.61456091,68.94238527,8.823929623,0
West Midlands,2014,2777808.289,2549885.003,227923.2856,56.4098407,2670512.17,2441997.794,228514.3757,865028.8303,75.53333902,69.0699894,8.556949423,0
West Midlands,2014,2803145.658,2569692.626,233453.0314,56.81873488,2709812.965,2478195.42,231617.5451,826293.0352,76.63268479,70.0826112,8.547362792,0
West Midlands,2014,2783768.105,2565267.56,218500.5452,56.68822716,2688733.787,2470032.447,218701.3397,848144.2129,76.01997544,69.83651818,8.133990085,0
West Midlands,2014,2780838.915,2574151.454,206687.4606,56.85095291,2685328.389,2477596.542,207731.8473,852410.6108,75.90521486,70.03333321,7.735807961,0
West Midlands,2014,2792843.886,2584327.184,208516.7019,57.04484592,2691601.631,2483720.669,207880.9617,846744.3695,76.06948644,70.19439786,7.723318316,0
West Midlands,2014,2787191.319,2572552.482,214638.8374,56.75072769,2686034.103,2477180.508,208853.5946,853276.8974,75.89144053,69.99047295,7.775537713,0
West Midlands,2014,2774570.479,2573457.277,201113.2018,56.74120965,2673506.672,2478286.139,195220.5329,866342.3278,75.52600894,70.01106938,7.302040237,0
West Midlands,2014,2763654.98,2556133.176,207521.8041,56.3248367,2667019.08,2466270.378,200748.7017,874227.9199,75.31299229,69.64412193,7.52708157,0
West Midlands,2014,2762604.855,2563687.71,198917.1451,56.45720292,2666430.776,2471893.545,194537.2313,876236.2235,75.2661985,69.77493355,7.295791552,0
West Midlands,2014,2760002.44,2569821.342,190181.098,56.55751501,2670546.527,2483011.694,187534.8325,873532.4734,75.35234194,70.06084498,7.022339083,0
West Midlands,2014,2767125.432,2594455.795,172669.6371,57.06516614,2680063.722,2504297.173,175766.5483,865485.2783,75.58952709,70.63214113,6.558297358,0
West Midlands,2014,2780537.492,2611706.574,168830.9184,57.41095792,2696944.954,2522465.413,174479.5412,849950.0458,76.03678582,71.11756658,6.469525486,0
West Midlands,2015,2801557.967,2621095.419,180462.5479,57.58415513,2712869.093,2527431.142,185437.9508,835294.9072,76.45839067,71.23208347,6.835492037,0
West Midlands,2015,2777774.39,2602566.325,175208.0658,57.14268235,2696893.807,2519396.256,177497.551,852734.1929,75.97680115,70.97634614,6.581555067,0
West Midlands,2015,2805152.953,2625621.293,179531.6606,57.61523431,2709900.424,2528515.385,181385.0382,841103.5764,76.31364041,71.20564734,6.693420784,0
West Midlands,2015,2790111.198,2613484.919,176626.279,57.31249909,2700019.845,2521207.965,178811.8797,852480.1555,76.00337353,70.96996382,6.622613535,0
West Midlands,2015,2777933.717,2612217.665,165716.0516,57.25308192,2685985.596,2519468.803,166516.7937,867770.4038,75.58159863,70.89594228,6.199467112,0
West Midlands,2015,2759488.025,2591506.446,167981.5782,56.76289239,2671573.999,2509286.659,162287.3401,883735.0007,75.14322944,70.57858147,6.074596479,0
West Midlands,2015,2752798.065,2595313.634,157484.4303,56.81430108,2663198.614,2510937.658,152260.9554,893354.3865,74.88145442,70.60031604,5.717221188,0
West Midlands,2015,2765690.387,2597861.827,167828.5604,56.82426929,2680734.19,2521192.958,159541.2313,878217.8105,75.32369612,70.8408812,5.951400627,0
West Midlands,2015,2773698.154,2612257.018,161441.1357,57.09437082,2688197.494,2532187.375,156010.1186,873142.5059,75.48275352,71.10209571,5.803521466,0
West Midlands,2015,2777766.16,2620290.332,157475.8281,57.22489847,2691057.785,2536484.43,154573.3546,872606.2153,75.51379099,71.17630703,5.743962669,0
West Midlands,2015,2793500.67,2638279.477,155221.1924,57.5744745,2702130.384,2542990.763,159139.6209,863756.616,75.77722973,71.31439564,5.889413103,0
West Midlands,2015,2783998.694,2642211.234,141787.4604,57.6159299,2694831.913,2547254.999,147576.9141,873347.0869,75.52401135,71.38809457,5.476293843,0
West Midlands,2016,2793156.868,2641963.758,151193.1103,57.56407703,2695425.934,2538920.188,156505.7457,875160.0664,75.48973568,71.10654072,5.806345622,0
West Midlands,2016,2813817.007,2658820.776,154996.2307,57.88802618,2716516.679,2560330.633,156186.0455,856291.3212,76.03309998,71.66157917,5.749497018,0
West Midlands,2016,2822804.99,2665617.931,157187.0586,57.99184846,2718742.167,2561285.27,157456.8971,856309.8327,76.04762581,71.64330114,5.791534739,0
West Midlands,2016,2825227.171,2664251.486,160975.6853,57.91819578,2722445.493,2561875.692,160569.8015,854857.5066,76.10329607,71.61472461,5.897998763,0
West Midlands,2016,2836526.272,2669112.583,167413.689,57.97735098,2734181.888,2567435.42,166746.4678,845539.1121,76.37974825,71.72166267,6.098587242,0
West Midlands,2016,2843509.417,2665856.017,177653.4005,57.86369037,2744636.376,2573252.628,171383.7481,837202.6237,76.62645854,71.8416609,6.244315261,0
West Midlands,2016,2843709.895,2664441.69,179268.2053,57.788601,2742296.331,2568408.198,173888.1325,841844.6692,76.51195449,71.66035595,6.34096799,0
West Midlands,2016,2869512.353,2695323.248,174189.1049,58.4176639,2763536.566,2596991.438,166545.1276,822734.434,77.05877682,72.414813,6.026521583,0
West Midlands,2016,2891268.999,2733460.711,157808.288,59.20674837,2777090.549,2624728.727,152361.8219,810982.451,77.39782744,73.15148624,5.486382934,0
West Midlands,2016,2875366.145,2721921.464,153444.6814,58.91949234,2758241.704,2607330.394,150911.3096,831659.2964,76.83336403,72.62959045,5.471286633,0
West Midlands,2016,2882708.545,2726101.237,156607.3082,58.97085696,2761814.251,2602147.425,159666.8266,830004.7485,76.89179915,72.4465076,5.781229731,0
West Midlands,2016,2877224.964,2714691.287,162533.6769,58.68615587,2767209.088,2600313.415,166895.673,826439.9116,77.00276483,72.3585808,6.03119127,0
West Midlands,2017,2878198.529,2720327.738,157870.7915,58.76860764,2767196.699,2605588.747,161607.9512,828380.3014,76.96113026,72.46649835,5.840132409,0
West Midlands,2017,2843179.519,2682781.907,160397.6121,57.91954783,2748953.855,2588096.807,160857.0476,848546.1449,76.41289382,71.94153739,5.851573221,0
West Midlands,2017,2828767.762,2666568.016,162199.7463,57.5319026,2735907.742,2574449.046,161458.6959,863463.2584,76.01071803,71.52497049,5.901467123,0
West Midlands,2017,2841285.434,2673123.876,168161.5577,57.63645172,2752517.446,2584630.492,167886.9535,848680.5543,76.4333826,71.77140752,6.099396528,0
West Midlands,2017,2836791.332,2667624.38,169166.9515,57.48117658,2750066.716,2582077.18,167989.5364,853007.2838,76.32556856,71.66317372,6.108562219,0
West Midlands,2017,2854968.207,2685343.558,169624.6492,57.82616423,2763530.882,2599745.452,163785.4304,841357.1178,76.66065859,72.11723226,5.9266727,0
West Midlands,2017,2872185.477,2703548.572,168636.9043,58.17896489,2775149.104,2613175.135,161973.9697,831674.8956,76.94162799,72.45086355,5.836586203,0
West Midlands,2017,2872838.305,2716624.436,156213.8685,58.45092953,2782718.629,2634293.053,148425.5759,823675.3706,77.16069374,73.04507088,5.33383341,0
West Midlands,2017,2850508.487,2690652.401,159856.0865,57.88146686,2760810.838,2605425.667,155385.1717,845215.1616,76.56103529,72.25199338,5.628244049,0
West Midlands,2017,2859934.687,2710093.326,149841.3605,58.28784442,2765724.871,2618890.557,146834.3141,839963.1291,76.70449775,72.63220104,5.309071615,0
West Midlands,2017,2874904.789,2724560.727,150344.0611,58.58825615,2774429.997,2621812.251,152617.7451,830947.0034,76.9525627,72.71950344,5.500868477,0
West Midlands,2017,2871577.324,2724278.932,147298.3913,58.57130181,2768355.057,2617831.726,150523.3314,836569.9427,76.79369355,72.61820221,5.437284173,0
West Midlands,2018,2879184.953,2742874.068,136310.8851,58.96233284,2764696.836,2623151.371,141545.4647,839681.1644,76.70385391,72.77681117,5.119746328,0
West Midlands,2018,2895980.904,2754414.978,141565.9254,59.19871499,2782787.343,2640124.865,142662.4779,821317.6568,77.21160574,73.25327274,5.126603663,0
West Midlands,2018,2907282.121,2768642.466,138639.6547,59.49338496,2797571.703,2659488.341,138083.3625,806167.2966,77.62969803,73.79802868,4.935829253,0
West Midlands,2018,2934135.814,2783290.341,150845.4725,59.79774746,2816658.674,2666085.159,150573.5154,786620.3255,78.16931951,73.99052805,5.345820449,0
West Midlands,2018,2944772.46,2799924.346,144848.1136,60.14354388,2826577.396,2683106.696,143470.6998,776348.6041,78.45227451,74.47021382,5.075774682,0
West Midlands,2018,2948047.444,2808677.284,139370.1603,60.31958846,2827784.285,2693011.764,134772.5208,774805.7153,78.49309204,74.75210235,4.76601138,0
West Midlands,2018,2944955.134,2803890.123,141065.0112,60.20518066,2825805.448,2690142.012,135663.4367,776523.5516,78.44384698,74.67785457,4.800876748,0
West Midlands,2018,2937128.488,2791999.597,145128.8904,59.92718154,2820683.841,2681900.803,138783.0381,782152.1593,78.29065327,74.43860344,4.920191198,0
West Midlands,2018,2936780.7,2790476.189,146304.5113,59.87133911,2818025.525,2675896.08,142129.4447,785301.4753,78.20621122,74.26181637,5.043582588,0
West Midlands,2018,2918376.499,2769140.491,149236.0085,59.38655643,2805112.443,2657007.131,148105.3124,799045.557,77.82989655,73.72060633,5.279835137,0
West Midlands,2018,2898343.569,2752132.101,146211.4686,59.00004653,2790071.686,2639582.368,150489.3177,814625.3141,77.40100446,73.22619261,5.393743767,0
West Midlands,2018,2899921.607,2748892.977,151028.6296,58.90634741,2791773.713,2636111.801,155661.9114,813548.2874,77.43479535,73.11723616,5.575735265,0
West Midlands,2019,2939661.581,2790596.861,149064.7201,59.77660885,2822282.413,2667168.269,155114.1439,783603.5872,78.26876426,73.96707131,5.496053235,0
West Midlands,2019,2945245.976,2791967.844,153278.1322,59.78220875,2835439.369,2680282.023,155157.3451,771074.6315,78.61994626,74.31780449,5.472074163,0
West Midlands,2019,2926346.547,2777845.001,148501.5464,59.45421921,2814359.68,2665173.51,149186.1695,793015.3204,78.01683162,73.88124356,5.300892086,0
West Midlands,2019,2924897.775,2779862.673,145035.1018,59.47538138,2814328.678,2669091.129,145237.5484,793404.3224,78.00823059,73.98250173,5.160646287,0
West Midlands,2019,2928174.497,2787873.969,140300.5273,59.62164144,2808395.282,2668960.599,139434.6835,800022.7179,77.82898994,73.96483996,4.964923719,0
West Midlands,2019,2943733.327,2809316.169,134417.1584,60.05636772,2817537.013,2684795.866,132741.1475,791520.9867,78.06848805,74.39048821,4.711247691,0
West Midlands,2019,2938957.673,2816811.588,122146.0848,60.19187016,2813153.33,2694099.766,119053.5645,796528.6698,77.93355011,74.6353769,4.232032547,0
West Midlands,2019,2939906.177,2822815.88,117090.2972,60.2938396,2811781.269,2699070.185,112711.0837,798890.7311,77.87418156,74.75257197,4.008529573,0
West Midlands,2019,2950657.29,2829942.623,120714.6666,60.42036825,2830001.851,2713182.281,116819.5698,781546.1489,78.3598017,75.12518957,4.127897292,0
West Midlands,2019,2953690.451,2821796.708,131893.7429,60.22139056,2840650.192,2711703.986,128946.2053,771690.8083,78.63737647,75.06777423,4.539320105,0
West Midlands,2019,2960566.825,2832744.867,127821.958,60.42993095,2853422.945,2724607.102,128815.8431,759814.0547,78.97137512,75.40626597,4.514432159,0
West Midlands,2019,2959909.014,2828540.555,131368.4596,60.31365968,2858677.69,2726993.181,131684.5092,755537.3099,79.09539665,75.45188045,4.606483257,0
West Midlands,2020,2959753.373,2826502.21,133251.1633,60.24573612,2855728.884,2719229.869,136499.0154,759304.1156,78.99592851,75.22005661,4.779831031,0
West Midlands,2020,2957594.284,2815107.943,142486.3409,59.97617967,2863346.331,2723031.244,140315.0871,752638.669,79.18579117,75.30537997,4.900388247,0
West Midlands,2020,2947323.248,2798527.596,148795.6522,59.63912126,2847120.691,2702377.984,144742.7071,767250.3091,78.77223149,74.76758705,5.083827587,0
West Midlands,2020,2916639.086,2772724.865,143914.2209,59.11436205,2818350.298,2677991.902,140358.3962,793855.702,78.02296707,74.13729731,4.980161492,0
West Midlands,2020,2927937.829,2782078.381,145859.448,59.31438555,2827317.315,2681939.851,145377.4638,784868.6854,78.27164256,74.24700308,5.141887084,0
West Midlands,2020,2919813.403,2782715.356,137098.0472,59.31545891,2816184.637,2678648.615,137536.0222,795408.3629,77.97624586,74.1680642,4.883771484,0
West Midlands,2020,2922959.931,2784173.725,138786.2067,59.27351733,2816308.093,2677009.007,139299.0854,799121.9074,77.89690556,74.0440005,4.946159328,0
West Midlands,2020,2919657.89,2779258.022,140399.8681,59.12768952,2817575.321,2675132.79,142442.531,799670.6791,77.8928312,73.95495882,5.05550038,0
West Midlands,2020,2925137.538,2776014.544,149122.9939,59.03737144,2826678.206,2676813.757,149864.4491,791145.794,78.13199885,73.98960693,5.301786696,0
West Midlands,2020,2964485.668,2799115.85,165369.8182,59.51368025,2855885.211,2690893.693,164991.5182,762089.7885,78.93601287,74.37568511,5.777246143,0
West Midlands,2020,2948682.901,2766145.712,182537.1897,58.817497,2836107.827,2652282.463,183825.3647,780917.1727,78.40995921,73.32773378,6.481607044,0
West Midlands,2020,2938359.978,2752453.257,185906.7211,58.52745727,2833393.144,2647860.219,185532.9249,782811.8564,78.35266927,73.22207172,6.548082651,0
West Midlands,2021,2922460.719,2740638.107,181822.6113,58.28482409,2821868.155,2641555.521,180312.6344,793131.8447,78.05997663,73.07207527,6.389832,0
West Midlands,2021,2915629.504,2745309.15,170320.3541,58.37239414,2809681.784,2645451.742,164230.0416,805337.2164,77.72246242,73.17946993,5.845147394,0
West Midlands,2021,2915338.642,2736618.242,178720.4003,58.18035367,2809892.518,2635739.689,174152.8294,804863.4817,77.73394714,72.9161163,6.197846654,0
West Midlands,2021,2925416.931,2749359.599,176057.3315,58.44102128,2817394.627,2644342.429,173052.1978,797263.3731,77.9436015,73.15608916,6.142277555,0
West Midlands,2021,2948592.34,2781783.969,166808.3713,59.10192451,2845125.648,2677029.12,168096.5274,770580.3523,78.68796987,74.03890472,5.908228608,0
West Midlands,2021,2941531.26,2792860.851,148670.4088,59.31868787,2844260.306,2694671.551,149588.7545,771873.6941,78.65472645,74.5180226,5.259320117,0
West Midlands,2021,2937552.967,2785337.814,152215.1527,59.07903485,2837656.601,2685957.315,151699.2858,782643.3995,78.38180815,74.1915674,5.345935296,0
West Midlands,2021,2933762.47,2790099.522,143662.9474,59.14125974,2844201.345,2700657.38,143543.9649,778511.6549,78.51025861,74.54792528,5.046898847,0
West Midlands,2021,2944545.803,2801160.311,143385.4918,59.35526854,2834728.103,2693269.722,141458.3806,789196.8974,78.22259298,74.31913525,4.990192197,0
West Midlands,2021,2957553.741,2817203.225,140350.5163,59.67849286,2846660.297,2709297.062,137363.235,778303.7033,78.52933979,74.73997153,4.825417179,0
West Midlands,2021,2964960.529,2827467.128,137493.4015,59.91380211,2851174.879,2716731.007,134443.8719,772693.1209,78.67766925,74.96771425,4.715384977,0
West Midlands,2021,2978284.69,2832651.229,145633.4608,60.0378887,2863632.172,2721757.29,141874.8819,759363.8279,79.04044531,75.12449062,4.954368206,0
East of England,1993,2654436.134,2411038.766,243397.3682,59.74451184,2607443.868,2366475.204,240968.6643,645094.1321,80.16643827,72.7578034,9.241566705,0
East of England,1993,2659259.974,2416211.497,243048.4764,59.8674087,2610464.271,2368977.784,241486.4868,641691.7293,80.26872852,72.843301,9.250710286,0
East of England,1993,2662453.244,2419576.092,242877.1516,59.94418001,2612707.354,2372599.695,240107.6598,639259.6456,80.34236985,72.95891055,9.18999441,0
East of England,1993,2659016.391,2406195.04,252821.3505,59.60640765,2611222.797,2361006.77,250216.0266,640450.2032,80.30397881,72.60898529,9.582331575,0
East of England,1993,2649166.49,2401055.664,248110.826,59.47440961,2602177.561,2356947.238,245230.323,649228.4391,80.03237864,72.49009315,9.424042642,0
East of England,1993,2644159.602,2397423.567,246736.0349,59.37601477,2599258.157,2355076.91,244181.2475,651971.8429,79.94691723,72.43649048,9.394266853,0
East of England,1993,2643087.151,2400753.951,242333.1996,59.45452133,2598681.34,2358588.19,240093.15,652144.6595,79.93910903,72.55350457,9.23903775,0
East of England,1993,2630681.774,2391282.667,239399.1074,59.20432131,2589309.957,2351751.916,237558.0417,661975.0427,79.63958734,72.33299805,9.174569504,0
East of England,1993,2635902.052,2398586.107,237315.9456,59.37020845,2591404.486,2356368.073,235036.4132,660259.514,79.69471895,72.46653015,9.069846657,0
