Region,Year,Total economically active,Total in employment,Unemployed,Employment rate (%),Total economically active (16 to 64),Total in employment (16 to 64),Unemployed (16 to 64),Economically inactive (16 to 64),Economic activity rate (%) (16 to 64),Employment rate (%) (16 to 64),Unemployment rate (%) (16 to 64),Treated
North West,2018,3626907.093,3462092.264,164814.8299,59.65283156,3508217.717,3344263.213,163954.5041,990473.2831,77.98307812,74.33858455,4.673441539,0
North West,2018,3631061.599,3475645.472,155416.1261,59.87434876,3510940.99,3356474.748,154466.2421,987417.01,78.04939024,74.61555412,4.399568165,0
North West,2018,3639332.459,3491633.375,147699.0838,60.13677861,3518374.368,3371603.196,146771.1714,979812.6323,78.21761007,74.9547139,4.171562092,0
North West,2018,3645816.931,3495769.611,150047.3204,60.19644708,3532114.606,3383568.83,148545.7764,965720.3936,78.52921698,75.2266108,4.205576347,0
North West,2018,3637952.534,3493051.783,144900.7507,60.1369612,3519712.625,3376504.732,143207.8929,977883.3746,78.25764309,75.07354445,4.068738223,0
North West,2018,3634517.455,3491378.759,143138.696,60.09481177,3510772.094,3371150.066,139622.0283,986642.9059,78.06199993,74.95750483,3.976960753,0
North West,2019,3632913.953,3501849.573,131064.3796,60.26271634,3506070.3,3378318.068,127752.2312,991112.7005,77.96147721,75.12076045,3.643744143,0
North West,2019,3645947.393,3505249.929,140697.4636,60.30808316,3517497.222,3378880.86,138616.3621,979460.7777,78.21948131,75.13703397,3.940766783,0
North West,2019,3617520.695,3481045.083,136475.6118,59.88006739,3499605.929,3364739.461,134866.4679,997003.0711,77.82766811,74.82837536,3.853761555,0
North West,2019,3632756.611,3499489.599,133267.0124,60.1840835,3506407.1,3373894.928,132512.1716,990088.9002,77.98087888,75.03386922,3.779143944,0
North West,2019,3623213.726,3473113.869,150099.8574,59.71941339,3502670.603,3354292.106,148378.4975,993422.3968,77.90476316,74.60459794,4.236153332,0
North West,2019,3642938.974,3484976.409,157962.5651,59.90956275,3513235.512,3357048.343,156187.1683,982770.4884,78.14125496,74.66734571,4.445678855,0
North West,2019,3636676.89,3480364.985,156311.9046,59.8183395,3515227.818,3360696.287,154531.5306,980466.1822,78.19099382,74.75367067,4.396060189,0
North West,2019,3617740.523,3469395.372,148345.1514,59.61404215,3497799.987,3351337.028,146462.9588,998035.0127,77.80089766,74.54315001,4.187287991,0
North West,2019,3646492.124,3493423.846,153068.278,60.01513246,3535426.572,3383738.17,151688.402,960253.4282,78.64052984,75.26643733,4.290526161,0
North West,2019,3662936.854,3516497.634,146439.2198,60.39778982,3547371.759,3401732.298,145639.4611,948285.2409,78.90663721,75.6670782,4.105559579,0
North West,2019,3699739.906,3545347.417,154392.4897,60.87869339,3579669.17,3427083.697,152585.4732,915995.8297,79.62490911,76.23085121,4.262557961,0
North West,2019,3691431.233,3534827.493,156603.7399,60.68558821,3563117.134,3410000.883,153116.2506,932397.8664,79.25937592,75.85339795,4.2972556,0
North West,2020,3694484.361,3531599.886,162884.475,60.61592008,3568940.485,3409758.911,159181.5744,926585.5148,79.38871859,75.84782984,4.46019134,0
North West,2020,3686547.888,3528242.749,158305.1386,60.54264907,3555051.449,3398419.342,156632.1071,940548.5506,79.07846449,75.5943443,4.405902681,0
North West,2020,3690160.522,3540337.977,149822.5445,60.7817465,3555473.959,3405674.506,149799.4537,936794.0406,79.14652375,75.8119174,4.213206324,0
North West,2020,3682062.398,3527358.133,154704.2649,60.59651241,3547462.936,3393955.19,153507.7462,940947.0636,79.03607149,75.61597961,4.327254406,0
North West,2020,3653116.203,3508542.101,144574.1026,60.27307491,3523499.808,3380919.861,142579.947,964946.1922,78.50155283,75.32495346,4.046543347,0
North West,2020,3619839.751,3484667.107,135172.6441,59.87158777,3504988.669,3370423.547,134565.1219,980701.331,78.13711311,75.13723746,3.839245561,0
North West,2020,3617620.646,3478432.833,139187.8122,59.70293732,3502961.664,3365938.923,137022.7412,986278.3357,78.03017135,74.97792328,3.911625485,0
North West,2020,3638427.28,3476292.964,162134.3163,59.63604431,3512705.851,3353420.014,159285.837,977594.1494,78.22875644,74.68142471,4.53456235,0
North West,2020,3621604.031,3447882.438,173721.5934,59.13881884,3495878.178,3324531.602,171346.5763,993925.8217,77.86260109,74.0462524,4.901388652,0
North West,2020,3587801.222,3415754.902,172046.3197,58.58564018,3456374.779,3285043.573,171331.2063,1032398.221,77.00043596,73.18355312,4.956962634,0
North West,2020,3581026.428,3415087.054,165939.3738,58.58897757,3458454.428,3295434.151,163020.2768,1027943.572,77.08755282,73.45389667,4.713674278,0
North West,2020,3576916.938,3402245.719,174671.219,58.38072153,3452352.32,3281151.789,171200.531,1031862.68,76.98900075,73.17115234,4.958953059,0
North West,2021,3576945.371,3387914.555,189030.8161,58.15391599,3457773.611,3273052.489,184721.1222,1023704.389,77.15699176,73.03511228,5.342198274,0
North West,2021,3578662.359,3388959.984,189702.3748,58.17042305,3462817.452,3274972.542,187844.9105,1017595.548,77.28790744,73.09532719,5.424626422,0
North West,2021,3556769.619,3380011.832,176757.7865,58.02069498,3431726.033,3258027.934,173698.0984,1047156.967,76.62013125,72.74197461,5.061537453,0
North West,2021,3555439.742,3381598.505,173841.2378,58.04770235,3429934.138,3259584.653,170349.4849,1047708.862,76.60133105,72.79688561,4.966552653,0
North West,2021,3576132.086,3400585.1,175546.9853,58.3573032,3441543.083,3270960.314,170582.7686,1036160.917,76.85954862,73.04994512,4.956578038,0
North West,2021,3572911.874,3406226.208,166685.6656,58.44604598,3441003.452,3278018.425,162985.0269,1036084.548,76.8580705,73.21764559,4.736555172,0
North West,2021,3570425.192,3403697.368,166727.824,58.33438081,3444377.715,3279640.933,164736.7822,1036695.285,76.86502129,73.18874147,4.78277343,0
North West,2021,3558961.916,3413828.076,145133.8399,58.4697867,3439256.477,3297567.897,141688.5802,1044720.523,76.70102851,73.54114209,4.119744519,0
North West,2021,3587900.896,3437227.785,150673.1102,58.85067448,3463772.135,3315686.868,148085.2667,1021763.865,77.22091931,73.91952418,4.275260061,0
North West,2021,3595457.244,3438761.456,156695.7877,58.86062733,3468959.13,3314422.833,154536.2963,1017855.87,77.31451218,73.87028067,4.454831853,0
North West,2021,3589183.771,3421677.58,167506.1915,58.58584517,3466895.089,3303592.342,163302.747,1018509.911,77.29279939,73.65204127,4.710345795,0
North West,2021,3578954.659,3413770.655,165184.0044,58.46403688,3463544.62,3303523.01,160021.6107,1020836.38,77.23573488,73.6673135,4.620168881,0
Yorkshire and The Humber,1993,2415906.439,2176050.444,239855.9946,56.29388982,2387003.562,2147997.666,239005.8961,728164.438,76.62519524,68.95286758,10.01280014,0
Yorkshire and The Humber,1993,2416044.322,2169062.79,246981.5328,56.12281951,2385461.516,2139136.856,246324.6595,728822.4841,76.59743029,68.68791852,10.32607979,0
Yorkshire and The Humber,1993,2407113.221,2165227.032,241886.1894,56.03105301,2376743.925,2135785.084,240958.841,736840.0752,76.33466528,68.59571104,10.1381911,0
Yorkshire and The Humber,1993,2401870.04,2162020.792,239849.248,55.95038506,2374047.759,2135037.044,239010.7155,738952.2408,76.26237582,68.58455007,10.06764563,0
Yorkshire and The Humber,1993,2413590.377,2171085.146,242505.2306,56.19766998,2381708.925,2140438.638,241270.2868,730556.0754,76.52654657,68.77430546,10.13013321,0
Yorkshire and The Humber,1993,2420352.935,2174480.86,245872.0746,56.28878667,2390868.098,2145869.514,244998.5845,720825.9018,76.83493615,68.9614568,10.24726478,0
Yorkshire and The Humber,1993,2408082.008,2157031.803,251050.2048,55.84863568,2378856.075,2127642.873,251213.2015,731892.9252,76.47213178,68.39648179,10.56025222,0
Yorkshire and The Humber,1993,2416800.052,2161068.635,255731.4171,55.95483557,2382571.927,2126989.448,255582.4791,728017.0731,76.59552345,68.37899343,10.7271674,0
Yorkshire and The Humber,1993,2419492.155,2168286.427,251205.7285,56.14722994,2387683.225,2136272.921,251410.3038,722610.7749,76.76712314,68.68395468,10.52946644,0
Yorkshire and The Humber,1993,2414636.736,2167197.42,247439.3164,56.12410247,2381754.834,2135110.512,246644.322,728241.1661,76.58385522,68.65315942,10.35557138,0
Yorkshire and The Humber,1993,2399286.421,2153507.255,245779.166,55.77114137,2365573.128,2120593.021,244980.1066,744339.8723,76.0655725,68.18817829,10.35605721,0
Yorkshire and The Humber,1993,2408149.212,2158979.363,249169.8482,55.92024292,2373218.064,2125121.601,248096.4629,736294.936,76.32121377,68.34258616,10.45401039,0
Yorkshire and The Humber,1994,2403794.882,2158688.436,245106.4461,55.91658901,2368958.947,2124443.664,244515.2831,740378.0532,76.18855553,68.32465132,10.32163447,0
Yorkshire and The Humber,1994,2404362.119,2162428.041,241934.0782,56.02072618,2368062.464,2126492.608,241569.856,740717.5359,76.17336911,68.40280136,10.20116064,0
Yorkshire and The Humber,1994,2406428.123,2172922.492,233505.6314,56.29758759,2372713.447,2139804.94,232908.5071,735698.553,76.33201284,68.83916739,9.816124546,0
Yorkshire and The Humber,1994,2398681.712,2154734.61,243947.1015,55.82603062,2365019.386,2121961.25,243058.1363,743448.614,76.08311831,68.26389236,10.27721539,0
Yorkshire and The Humber,1994,2384368.656,2146819.837,237548.8191,55.63090107,2349520.577,2112925.272,236595.3052,758352.423,75.59898931,67.98621668,10.06993969,0
Yorkshire and The Humber,1994,2377258.271,2137811.131,239447.1402,55.39808859,2344237.813,2105629.276,238608.5369,763581.1872,75.43031987,67.7526354,10.17851242,0
Yorkshire and The Humber,1994,2386943.949,2150324.468,236619.4807,55.72535608,2354978.392,2118569.894,236408.4983,752772.6078,75.77757652,68.17051604,10.03866953,0
Yorkshire and The Humber,1994,2378076.536,2143668.273,234408.2623,55.55372553,2347185.178,2114020.731,233164.4465,760145.8223,75.53701803,68.03332928,9.933790004,0
Yorkshire and The Humber,1994,2378904.255,2154096.015,224808.2394,55.82271907,2346659.844,2123261.571,223398.2723,760522.1563,75.5237332,68.33399432,9.519840419,0
Yorkshire and The Humber,1994,2380599.28,2159513.659,221085.621,55.96096929,2348720.574,2128914.62,219805.954,758438.4259,75.59061426,68.5164364,9.358539981,0
Yorkshire and The Humber,1994,2376216.741,2157698.207,218518.534,55.92016984,2343891.617,2126668.235,217223.3818,762670.3834,75.44969702,68.45729249,9.267637645,0
Yorkshire and The Humber,1994,2378871.771,2160547.079,218324.692,55.99374166,2345627.91,2128437.231,217190.6798,760731.0897,75.51052246,68.51871373,9.259383335,0
Yorkshire and The Humber,1995,2371533.573,2155332.171,216201.4012,55.85828569,2340797.432,2125112.603,215684.829,765403.5676,75.35885258,68.41516706,9.214160354,0
Yorkshire and The Humber,1995,2376222.792,2165604.05,210618.7418,56.12244419,2346611.053,2136045.253,210565.7998,759425.9467,75.55000321,68.77076009,8.973187078,0
Yorkshire and The Humber,1995,2377448.664,2164007.167,213441.4969,56.08335678,2347395.66,2134165.328,213230.332,758274.3403,75.58419471,68.71835474,9.083697973,0
Yorkshire and The Humber,1995,2388466.011,2176788.486,211677.5255,56.4129217,2359080.426,2147254.581,211825.8442,746408.5743,75.96486175,69.1438476,8.979170099,0
Yorkshire and The Humber,1995,2394158.411,2185196.391,208962.0201,56.63373889,2365434.476,2156501.446,208933.0303,739759.5236,76.17670511,69.44820343,8.832754927,0
Yorkshire and The Humber,1995,2391080.875,2195074.729,196006.1458,56.89205597,2362161.639,2166258.425,195903.214,742666.361,76.08027366,69.77064188,8.293387325,0
Yorkshire and The Humber,1995,2387052.762,2184375.754,202677.0084,56.61153142,2358678.155,2156289.347,202388.8074,746111.8452,75.96900772,69.4504088,8.580602955,0
Yorkshire and The Humber,1995,2390171.097,2184230.972,205940.1252,56.60678157,2363901.51,2158916.278,204985.2322,740934.4901,76.13611508,69.53398755,8.671479389,0
Yorkshire and The Humber,1995,2378892.781,2174156.383,204736.3979,56.34441697,2353297.006,2149317.663,203979.3425,751615.9945,75.79268744,69.22312036,8.667811248,0
Yorkshire and The Humber,1995,2371395.65,2164489.966,206905.6838,56.08777268,2344965.847,2138438.845,206527.0014,760085.1531,75.52100906,68.86968509,8.807249867,0
Yorkshire and The Humber,1995,2382666.59,2184546.837,198119.7532,56.60603349,2357422.581,2160161.065,197261.5162,747671.4191,75.92113414,69.56829856,8.367677388,0
Yorkshire and The Humber,1995,2387111.078,2199939.921,187171.1571,56.99897687,2362781.812,2176622.427,186159.3855,742598.1878,76.08672086,70.09198316,7.878822521,0
Yorkshire and The Humber,1996,2384396.445,2190274.362,194122.0831,56.74474081,2360238.117,2168370.821,191867.2963,745304.8827,76.00081909,69.82259853,8.129149975,0
Yorkshire and The Humber,1996,2388323.831,2198005.782,190318.0495,56.94771374,2362997.873,2175330.828,187667.0459,742328.1265,76.09500173,70.051609,7.941904985,0
Yorkshire and The Humber,1996,2379360.297,2192431.112,186929.185,56.79914548,2353611.097,2169732.858,183878.2391,751987.9027,75.78605922,69.86519696,7.812600785,0
Yorkshire and The Humber,1996,2378210.244,2190693.767,187516.4774,56.75382744,2350886.792,2166079.514,184807.2777,754602.2083,75.70101815,69.75003015,7.861173001,0
Yorkshire and The Humber,1996,2377126.177,2183549.805,193576.3722,56.56448605,2349633.49,2158276.079,191357.4111,755941.5098,75.65856533,69.49682681,8.144138732,0
Yorkshire and The Humber,1996,2373852.19,2174607.378,199244.8121,56.32890879,2344596.479,2146806.364,197790.1151,761304.5206,75.48844858,69.12024447,8.435998128,0
Yorkshire and The Humber,1996,2380654.977,2183294.69,197360.2877,56.54960061,2354616.003,2157858.815,196757.1877,751423.9974,75.80765227,69.47298859,8.356232503,0
Yorkshire and The Humber,1996,2358980.047,2167005.334,191974.7132,56.13369406,2331696.752,2140890.207,190806.5448,773962.2478,75.07896882,68.93513446,8.183162955,0
Yorkshire and The Humber,1996,2365361.983,2168245.455,197116.5278,56.16170084,2337212.62,2141191.352,196021.2682,768683.3799,75.25083326,68.93957016,8.386967727,0
Yorkshire and The Humber,1996,2363466.109,2164201.552,199264.5568,56.05753682,2335668.52,2136915.573,198752.9477,770269.4795,75.20010124,68.80097326,8.509467245,0
Yorkshire and The Humber,1996,2365622.314,2156296.727,209325.5876,55.85705274,2336982.652,2128286.523,208696.129,768602.3479,75.25096406,68.53093775,8.930153111,0
Yorkshire and The Humber,1996,2360531.144,2158117.387,202413.7571,55.90696704,2331621.977,2129361.274,202260.7033,773888.0231,75.08016322,68.56720067,8.674678198,0
Yorkshire and The Humber,1997,2366303.411,2164595.514,201707.8974,56.0730426,2336148.304,2134369.44,201778.8641,769567.6958,75.22092504,68.72390908,8.637245493,0
Yorkshire and The Humber,1997,2358672.815,2163459.083,195213.7318,56.04515725,2326174.447,2131144.856,195029.5903,779326.5534,74.9049653,68.62483239,8.384134327,0
Yorkshire and The Humber,1997,2360214.087,2173150.769,187063.3178,56.29944691,2328612.875,2141697.561,186915.314,776673.1249,74.98867657,68.96941413,8.026895153,0
Yorkshire and The Humber,1997,2356913.498,2170782.856,186130.6426,56.23922366,2325943.453,2140103.085,185840.3678,779400.547,74.90131377,68.91677976,7.989891911,0
Yorkshire and The Humber,1997,2354764.477,2165403.196,189361.2807,56.10169683,2324480.367,2135773.389,188706.9782,780714.6331,74.85779048,68.7806527,8.118243583,0
Yorkshire and The Humber,1997,2363602.849,2185391.583,178211.2665,56.61919321,2330915.775,2153237.343,177678.4321,774246.2248,75.06583474,69.34380052,7.622687787,0
Yorkshire and The Humber,1997,2364348.069,2184923.271,179424.7975,56.60769081,2329272.774,2150724.445,178548.3299,775837.2256,75.01417903,69.26403395,7.665410932,0
Yorkshire and The Humber,1997,2362587.73,2193198.487,169389.2435,56.81934964,2327957.71,2159850.404,168107.3055,777302.2902,74.96820588,69.55457528,7.221235367,0
Yorkshire and The Humber,1997,2363624.732,2190749.945,172874.7869,56.75604744,2331120.713,2159039.95,172080.763,774037.2867,75.07253136,69.5307598,7.381889836,0
Yorkshire and The Humber,1997,2356573.95,2184431.601,172142.349,56.58505681,2325951.898,2153912.602,172039.2961,779575.1018,74.89717198,69.35739416,7.396511347,0
Yorkshire and The Humber,1997,2358727.904,2187765.139,170962.7649,56.67195124,2327089.604,2157521.697,169567.9067,778426.3961,74.93407227,69.47385546,7.286694351,0
Yorkshire and The Humber,1997,2352782.535,2185673.761,167108.7744,56.61145563,2320718.298,2154841.406,165876.8912,785114.7025,74.72128403,69.38046593,7.147653009,0
Yorkshire and The Humber,1998,2356485.964,2191655.177,164830.7864,56.75900116,2324794.443,2161048.452,163745.9911,781402.5569,74.84375405,69.57216339,7.043461052,0
Yorkshire and The Humber,1998,2354051.18,2189895.923,164155.2569,56.71673058,2324605.26,2160654.705,163950.5552,781376.74,74.84284391,69.5643022,7.052834217,0
Yorkshire and The Humber,1998,2362682.44,2194026.33,168656.1105,56.81999671,2332928.868,2164408.774,168520.0937,773204.132,75.10717886,69.68178034,7.223541875,0
Yorkshire and The Humber,1998,2362172.143,2197498.094,164674.0482,56.90975968,2335133.346,2170627.968,164505.3781,770952.6542,75.1792882,69.88306079,7.044795896,0
Yorkshire and The Humber,1998,2371725.2,2205463.613,166261.5878,57.10961323,2343684.131,2177949.813,165734.3187,762753.8687,75.44602955,70.11084118,7.07152967,0
Yorkshire and The Humber,1998,2364830.091,2192524.749,172305.3412,56.77227311,2337097.665,2165122.391,171975.2746,769423.3345,75.23199314,69.69604876,7.358497554,0
Yorkshire and The Humber,1998,2361658.43,2179539.934,182118.4959,56.43210469,2332295.173,2150708.671,181586.5021,774435.8268,75.07232436,69.22738631,7.785742739,0
Yorkshire and The Humber,1998,2367180.041,2183879.496,183300.5447,56.53339761,2344084.135,2161563.5,182520.6349,763315.8649,75.43554532,69.56180409,7.786437019,0
Yorkshire and The Humber,1998,2366759.997,2199164.678,167595.319,56.93422397,2342321.626,2175017.182,167304.4436,764752.3742,75.38673446,70.0021043,7.142675956,0
Yorkshire and The Humber,1998,2370942.912,2203282.295,167660.6165,57.03642473,2345605.503,2178509.67,167095.8323,761785.4974,75.48472344,70.10735599,7.123782413,0
Yorkshire and The Humber,1998,2373624.437,2211078.677,162545.7595,57.23579031,2347232.85,2185181.73,162051.1204,760314.1499,75.53330167,70.31854159,6.9039218,0
Yorkshire and The Humber,1998,2383031.822,2215112.925,167918.8972,57.33937445,2356475.558,2189323.911,167151.6467,751196.4422,75.8276793,70.44900206,7.093290066,0
Yorkshire and The Humber,1999,2381309.292,2216179.977,165129.3149,57.36035859,2356799.793,2191968.348,164831.4447,751233.2074,75.82930402,70.52590329,6.993867073,0
Yorkshire and The Humber,1999,2384787.35,2216535.383,168251.9667,57.36857741,2360043.85,2192423.135,167620.7147,748074.1499,75.93160395,70.53860682,7.102440689,0
Yorkshire and The Humber,1999,2377973.365,2216307.404,161665.9601,57.36169698,2352296.243,2190739.609,161556.6342,755930.7567,75.67967987,70.48196959,6.868039459,0
Yorkshire and The Humber,1999,2378235.033,2212437.926,165797.1065,57.25391709,2352077.762,2186117.537,165960.2251,756648.238,75.66050408,70.32197553,7.055898738,0
Yorkshire and The Humber,1999,2371204.631,2215897.417,155307.2141,57.34332378,2342316.859,2187178.253,155138.6066,766371.1406,75.34744109,70.35695614,6.623297183,0
Yorkshire and The Humber,1999,2369060.187,2219581.437,149478.7499,57.4377527,2340566.311,2190722.568,149843.743,768230.6886,75.28848977,70.46849854,6.402029384,0
Yorkshire and The Humber,1999,2372120.919,2227016.934,145103.9848,57.62657267,2340628.547,2195824.278,144804.2683,768430.4534,75.28414696,70.62665193,6.186554826,0
Yorkshire and The Humber,1999,2371546.489,2229084.671,142461.8174,57.66772213,2337971.26,2195969.562,142001.6979,771737.7402,75.18295956,70.61656129,6.073714437,0
Yorkshire and The Humber,1999,2379607.878,2238253.206,141354.6719,57.89417857,2344341.091,2203282.531,141058.5606,765989.9086,75.37272051,70.83755815,6.01698111,0
Yorkshire and The Humber,1999,2383088.936,2240823.173,142265.7631,57.94944096,2347426.625,2205356.55,142070.0745,763574.3754,75.45566924,70.8889695,6.052162526,0
Yorkshire and The Humber,1999,2385237.716,2236597.423,148640.2927,57.83217334,2349523.287,2201427.848,148095.4394,761776.713,75.51580648,70.75588492,6.303212239,0
Yorkshire and The Humber,1999,2396940.446,2251462.698,145477.7476,58.20429719,2360079.183,2215752.102,144327.0813,751821.8167,75.84043269,71.20252547,6.115349107,0
Yorkshire and The Humber,2000,2384392.838,2233115.427,151277.4111,57.71996042,2351033.238,2200843.675,150189.5629,761466.762,75.53520443,70.70983695,6.388236477,0
Yorkshire and The Humber,2000,2387521.611,2233853.283,153668.3289,57.73201855,2353559.032,2200813.197,152745.8348,759231.9684,75.60928542,70.7022475,6.48999378,0
Yorkshire and The Humber,2000,2390853.352,2236954.364,153898.9881,57.8047386,2357778.573,2204680.585,153097.9875,755455.4272,75.73406216,70.81641102,6.493314903,0
Yorkshire and The Humber,2000,2405535.417,2254175.588,151359.8295,58.23638585,2370496.315,2220537.978,149958.3365,743400.6852,76.12635597,71.31057894,6.326031202,0
Yorkshire and The Humber,2000,2408487.026,2263140.868,145346.1581,58.46033051,2374241.896,2230600.867,143641.0283,739985.1044,76.23856243,71.62614887,6.049974462,0
Yorkshire and The Humber,2000,2417468.732,2269995.567,147473.1647,58.6229965,2381895.663,2235262.127,146633.5364,733113.3366,76.46512942,71.75780638,6.156169585,0
Yorkshire and The Humber,2000,2417835.362,2276341.621,141493.741,58.77871767,2383026.497,2241956.0,141070.4966,732364.5031,76.49205178,71.96387228,5.919803947,0
Yorkshire and The Humber,2000,2422850.088,2279239.67,143610.4182,58.81998383,2389971.833,2246849.768,143122.0657,727240.1666,76.67017301,72.07882453,5.988441526,0
Yorkshire and The Humber,2000,2417892.905,2275964.989,141927.9162,58.70694643,2384681.538,2242582.723,142098.8148,734082.4618,76.46239145,71.90613728,5.95881725,0
Yorkshire and The Humber,2000,2419777.126,2269831.452,149945.6743,58.51165337,2384887.7,2235056.125,149831.5756,735862.2996,76.42033807,71.61919811,6.282542173,0
Yorkshire and The Humber,2000,2419948.146,2271999.66,147948.4866,58.53345991,2385825.963,2238006.948,147819.0155,736788.0368,76.40476739,71.67094452,6.195716612,0
Yorkshire and The Humber,2000,2425598.816,2277095.022,148503.794,58.63779609,2394137.314,2245752.071,148385.2433,729835.6859,76.63758023,71.88769144,6.197858512,0
Yorkshire and The Humber,2001,2415158.344,2274880.749,140277.5955,58.55006354,2385244.336,2244930.479,140313.8577,740384.6637,76.31245859,71.82331872,5.882577965,0
Yorkshire and The Humber,2001,2418383.474,2280771.115,137612.3588,58.6657769,2389858.562,2252757.187,137101.3759,737618.4376,76.41490449,72.03113521,5.73679874,0
Yorkshire and The Humber,2001,2393394.658,2263072.804,130321.8542,58.18028325,2366615.696,2236659.475,129956.2215,762491.3038,75.63230328,71.47916241,5.491226215,0
Yorkshire and The Humber,2001,2398265.34,2271355.539,126909.8011,58.36451631,2370682.858,2244872.985,125809.8725,760056.1424,75.72278806,71.7042521,5.306904385,0
Yorkshire and The Humber,2001,2386746.907,2267353.662,119393.2452,58.22792978,2358704.965,2240540.888,118164.0765,773763.0353,75.29861326,71.52637755,5.009701435,0
Yorkshire and The Humber,2001,2386733.564,2256634.12,130099.4444,57.9221028,2359181.168,2230253.325,128927.8433,774941.8318,75.27404534,71.16036368,5.464940336,0
Yorkshire and The Humber,2001,2391027.441,2260719.828,130307.6128,57.99647074,2361977.305,2232517.809,129459.4966,773879.6945,75.3215885,71.19322752,5.480979701,0
Yorkshire and The Humber,2001,2390668.309,2263087.095,127581.2145,58.02025721,2364282.431,2237142.969,127139.462,773438.5689,75.35030779,71.29833943,5.377507371,0
Yorkshire and The Humber,2001,2394134.415,2267403.525,126730.8897,58.09262896,2369317.762,2242720.552,126597.2104,770562.2377,75.45886347,71.42695109,5.343192558,0
Yorkshire and The Humber,2001,2388555.86,2265120.161,123435.6988,57.98856062,2365837.374,2242639.972,123197.4016,776515.626,75.28872071,71.3681745,5.207348693,0
Yorkshire and The Humber,2001,2384176.77,2263263.718,120913.0527,57.9033824,2359068.418,2238590.396,120478.0223,785273.5821,75.02582155,71.19424018,5.10701688,0
Yorkshire and The Humber,2001,2396579.881,2274557.269,122022.6116,58.14969416,2368974.618,2247436.385,121538.2335,777740.3818,75.28405395,71.42166941,5.130415185,0
Yorkshire and The Humber,2002,2396826.652,2271436.898,125389.754,58.03005788,2368026.925,2243605.423,124421.5024,780933.0748,75.20028598,71.24909249,5.254226675,0
Yorkshire and The Humber,2002,2399846.632,2273436.333,126410.2983,58.0398285,2368263.902,2242940.103,125323.7988,782880.0978,75.15568639,71.17859747,5.291800406,0
Yorkshire and The Humber,2002,2403990.623,2280943.975,123046.6479,58.19171069,2371327.223,2248923.118,122404.1042,781970.7774,75.20149452,71.3197141,5.161839457,0
Yorkshire and The Humber,2002,2398578.204,2275339.51,123238.695,58.0136221,2367275.725,2244331.465,122944.2606,787985.2746,75.02630449,71.12981984,5.193491375,0
Yorkshire and The Humber,2002,2408903.239,2279495.476,129407.7621,58.07430561,2372565.787,2244313.933,128251.8548,785249.2126,75.13314705,71.07173576,5.405618488,0
Yorkshire and The Humber,2002,2418771.687,2291028.375,127743.3124,58.32954934,2382206.783,2255604.253,126602.5301,777646.2172,75.38979765,71.38320209,5.314506324,0
Yorkshire and The Humber,2002,2412358.072,2279740.527,132617.5445,58.00025256,2375353.314,2244378.25,130975.0645,786773.6859,75.11884608,70.97685354,5.513919285,0
Yorkshire and The Humber,2002,2427496.125,2295830.921,131665.2034,58.36747475,2390871.433,2260728.767,130142.6654,773636.5674,75.55270622,71.44013437,5.443315088,0
Yorkshire and The Humber,2002,2429676.863,2295306.525,134370.338,58.31084051,2392956.705,2260321.455,132635.2499,773777.2949,75.56544708,71.37705457,5.542735043,0
Yorkshire and The Humber,2002,2432838.151,2304681.671,128156.4801,58.51045249,2397364.841,2270984.255,126380.5864,771576.1587,75.65192414,71.66382255,5.271645941,0
Yorkshire and The Humber,2002,2430378.158,2305621.77,124756.3878,58.49211635,2395843.057,2272331.43,123511.6269,775334.9427,75.55057008,71.6557516,5.155246982,0
Yorkshire and The Humber,2002,2422482.131,2301338.74,121143.3907,58.34124682,2389475.747,2269000.357,120475.3898,784031.2533,75.29448483,71.49819921,5.041917249,0
Yorkshire and The Humber,2003,2415663.732,2300613.266,115050.4663,58.27519651,2382483.92,2267393.73,115090.1901,793671.0798,75.01157595,71.38800626,4.830680665,0
Yorkshire and The Humber,2003,2431769.911,2310397.327,121372.5842,58.48523786,2396905.149,2276037.723,120867.4267,781309.8507,75.41670873,71.61371155,5.042645376,0
Yorkshire and The Humber,2003,2450517.703,2319955.588,130562.1147,58.6851242,2415222.15,2284928.851,130293.2996,765273.8496,75.93853759,71.84190299,5.39467144,0
Yorkshire and The Humber,2003,2455897.665,2325828.52,130069.1457,58.7924743,2423082.359,2293674.874,129407.4852,759683.641,76.13133856,72.06545733,5.340614394,0
Yorkshire and The Humber,2003,2460969.33,2327971.243,132998.087,58.80452667,2429178.781,2296612.759,132566.0222,755868.2192,76.26822401,72.10608693,5.457236137,0
Yorkshire and The Humber,2003,2460151.94,2336219.63,123932.3093,58.9723626,2428284.923,2304506.932,123777.9913,758875.0766,76.18961468,72.30596933,5.097342167,0
Yorkshire and The Humber,2003,2468516.095,2344350.952,124165.1427,59.13477765,2434806.106,2310779.85,124026.2565,754752.8937,76.33676337,72.44825538,5.093886375,0
Yorkshire and The Humber,2003,2467568.961,2341934.144,125634.817,59.02364148,2434142.789,2308910.988,125231.8005,758421.2114,76.24413445,72.32152552,5.144800916,0
Yorkshire and The Humber,2003,2468801.687,2349121.182,119680.505,59.15063123,2435332.771,2316459.097,118873.6743,760368.229,76.2065278,72.48672816,4.881208666,0
Yorkshire and The Humber,2003,2465930.184,2343483.877,122446.3068,58.95617735,2431971.578,2310210.474,121761.1038,766905.4222,76.02579211,72.21942182,5.006682844,0
